word,happs,stdDev
예쁘고,6.76,1.17
안녕하세요~,6.76,1.08
ㅋㅋㅋㅋ아,6.76,1.45
ㅋㅋㅋㅋㅋ,6.76,1.49
생일,6.76,1.35
고맙고,6.74,1.1
완벽,6.74,1.27
재밌겠군,6.74,1.08
thank,6.74,1.16
재미있게,6.74,1.16
푸짐한,6.74,1.01
건강한,6.74,1.17
깨끗한,6.74,1.03
어머니,6.74,1.45
김연아,6.74,1.56
감사하는,6.74,1.24
선물로,6.74,1.14
빛나는,6.74,1.19
선물이,6.74,1.16
좋은거,6.72,1.11
웃고,6.72,1.13
활짝,6.72,1.33
안녕하세요,6.72,1.23
1등,6.72,1.53
baby,6.72,1.16
잘됐어요,6.72,1.05
만세,6.72,1.31
존경,6.72,1.21
탄생,6.72,1.14
따뜻하게,6.72,1.07
좋아서,6.72,1.03
착한,6.7,1.15
편안한,6.7,1.33
우와~,6.7,1.22
꿈꾸는,6.7,1.13
ㅎㅎㅎ,6.7,1.36
재미,6.7,1.13
해냈습니다,6.7,1.09
새해,6.7,1.27
좋아하고,6.7,1.17
선물은,6.7,1.15
좋아하는데,6.7,1.02
고맙게,6.7,0.99
좋네요,6.7,1.07
애교,6.7,1.22
VIP,6.68,1.39
건강하게,6.68,1.08
achievement,6.68,1.25
응원합니다,6.68,1.33
똑똑한,6.68,0.98
nice,6.68,1.32
건강하고,6.68,1.06
귀요미,6.68,1.0
美,6.68,1.2
재밌는,6.68,1.04
히히히,6.68,1.27
박지성,6.68,1.27
행운을,6.68,1.13
강추,6.68,1.3
좋네,6.68,1.13
응ㅋㅋㅋ,6.68,1.17
기적이,6.68,1.22
유재석,6.68,1.39
좋겠습니다,6.68,1.15
여행을,6.68,1.32
제주,6.66,1.29
잘했다,6.66,1.29
엄마처럼,6.66,1.41
휴일,6.66,1.49
여자친구,6.66,1.27
멋져,6.66,1.45
웃으며,6.66,1.19
안전해요,6.66,1.17
매력,6.66,1.19
무지개를,6.66,1.19
착하고,6.66,1.06
음악,6.66,1.29
절친한,6.64,0.96
잘한다,6.64,1.16
베스트,6.64,1.31
특별합니다,6.64,1.21
감사의,6.64,1.01
선물을,6.64,1.14
키스,6.64,1.32
신선한,6.64,1.22
파티,6.64,1.57
어린이,6.64,1.22
힘내라,6.64,1.17
현명한,6.64,0.98
기뻐하소서,6.64,1.22
자유를,6.64,1.1
헤헤,6.64,1.14
연인,6.62,1.14
Merry,6.62,1.18
대단한,6.62,1.01
ㅋㅋㅋ,6.62,1.29
다행이다,6.62,0.97
알콩달콩,6.62,1.29
좋은거야,6.62,1.16
ㅋㅋㅋㅋ,6.62,1.31
드립니다^^,6.62,1.24
화려한,6.62,1.05
부모님,6.6,1.54
가족,6.6,1.37
like,6.6,1.21
포옹,6.6,1.12
잘했어,6.6,1.37
산타,6.6,1.39
찰떡궁합이겠어,6.6,1.2
멋지게,6.6,1.37
맛있는거,6.6,1.09
토요일,6.58,1.33
무한도전,6.58,1.37
조아,6.58,1.25
커플,6.58,1.18
매력이,6.58,1.07
위대한,6.58,1.14
결혼식을,6.58,1.14
하늘,6.58,1.31
좋지,6.58,1.21
새해엔,6.58,1.28
존경을,6.58,1.09
완벽한,6.58,1.29
새롭게,6.58,1.13
스마트,6.58,1.31
히힛,6.58,1.13
카페라떼,6.58,1.2
캐롤,6.58,1.29
우리집,6.58,1.36
맛난거,6.58,1.01
찬성,6.58,1.21
기회다,6.56,1.15
소중한,6.56,1.11
이쁜,6.56,1.07
ㅎㅎ,6.56,1.15
추수감사절을,6.54,1.01
가족이야,6.54,1.25
ㅋㅋㅋㅋ난,6.54,1.18
haha,6.54,1.4
편하게,6.54,0.91
맛나게,6.54,0.91
즐기는,6.54,1.15
푹신한,6.54,1.05
자유가,6.54,1.07
특별해요,6.54,1.09
초콜릿,6.54,1.07
한국의빛,6.54,1.33
개그,6.54,1.13
헤헤헤,6.54,1.3
아이스크림,6.54,1.07
와우,6.54,1.33
훈훈한,6.54,1.11
맛난,6.54,1.18
우아한데다,6.52,1.09
주말,6.52,1.31
방학,6.52,1.46
추수감사절,6.52,1.16
힘내세요,6.52,1.18
좋겠네요,6.52,0.89
안전합니다,6.52,1.11
프리미엄,6.52,1.2
케익,6.52,1.2
좋습니다,6.52,1.15
호호,6.52,1.11
오케이,6.52,1.2
힘차게,6.52,0.97
여행하는,6.52,1.28
상품권,6.52,1.09
통과,6.52,1.33
ㅋㅋ,6.52,0.97
굿나잇,6.52,1.13
봄,6.52,1.27
고급,6.52,1.3
쿨하게,6.52,0.95
우와,6.52,0.91
긍정적으로,6.5,1.18
잘생긴,6.5,0.97
개그콘서트,6.5,1.33
merry,6.5,1.37
좋아졌어,6.5,0.86
추수감사절은,6.5,1.15
피자,6.5,1.02
영화,6.5,1.17
ㅋㄷㅋㄷ,6.5,0.99
친구들은,6.5,1.22
은혜를,6.5,1.04
아싸,6.5,1.4
사랑했다,6.5,1.46
영웅,6.5,1.23
최선을,6.5,1.11
new,6.5,0.91
강아지,6.5,1.28
굿밤,6.5,1.22
오~,6.5,1.04
영원히,6.5,1.15
안전해,6.5,1.22
밝으면,6.5,0.91
냠냠,6.48,1.23
용기를,6.48,0.76
잘자,6.48,1.05
응ㅋㅋ,6.48,1.03
꿈,6.48,1.09
좋은일만,6.48,1.05
잘하는,6.48,1.15
좋은,6.48,0.95
소원,6.48,1.18
승리하거든,6.48,1.01
동감,6.48,1.09
친구,6.48,1.09
순수한,6.48,1.27
새로운,6.48,1.01
믿어요,6.48,1.05
좋겠다,6.48,1.03
보석을,6.48,1.22
아가,6.48,1.16
케이크,6.46,1.01
되세요^^,6.46,1.16
달성,6.46,1.39
아자아자,6.46,1.22
힘내,6.46,1.03
이겼어,6.46,1.11
수고하셨습니다,6.46,0.93
기적을,6.46,1.25
아늑해,6.46,1.03
고마울,6.46,0.89
친구야,6.46,0.93
치킨,6.46,1.23
뽀로로,6.46,1.07
좋죠,6.46,1.13
두근두근,6.46,1.3
신선하군,6.46,1.01
웃겨,6.46,1.2
좋고,6.46,0.99
엄마와,6.46,1.34
우리딸,6.46,1.39
선물해,6.46,1.15
스페셜,6.46,1.2
일요일,6.46,1.4
말끔하네요,6.46,1.03
한글,6.46,1.37
즐기고,6.46,1.07
좋겠어요,6.46,1.13
상상,6.46,1.13
커피,6.44,1.26
응원하고,6.44,0.97
약속,6.44,1.01
최대,6.44,1.07
완벽하게,6.44,1.33
꿈이,6.44,1.33
좋겠어,6.44,1.07
좋았소,6.44,1.05
영원한,6.44,1.18
짱,6.44,1.34
친하게,6.44,1.11
감사할,6.44,1.18
엄마는,6.44,1.36
결혼할,6.44,1.21
뷰티,6.44,0.93
젊은,6.44,1.25
엄마,6.44,1.36
무료에요,6.44,0.97
대한민국,6.44,1.46
마음껏,6.44,1.2
아빠,6.44,1.34
허허허,6.42,1.16
Super,6.42,1.09
[이벤트],6.42,1.23
롯데월드,6.42,1.23
아기가,6.42,1.13
나눔,6.42,1.25
yes,6.42,1.21
웃긴,6.42,1.49
스타,6.42,1.16
보석의,6.42,1.07
믿음이,6.42,1.07
별,6.42,1.23
아기,6.42,1.33
히히,6.42,0.99
페스티발을,6.42,1.11
ㅋㅋㅋ난,6.42,1.14
재밌구만,6.42,1.16
새해가,6.42,1.21
정품,6.42,1.25
깔끔하고,6.4,1.07
괜찮을거야,6.4,0.99
꿈을,6.4,1.09
완료,6.4,1.23
새해에도,6.4,1.23
빙고,6.4,1.03
새해를,6.4,1.25
충분한,6.4,1.11
이겼고,6.4,1.2
경품,6.4,1.37
어머니는,6.4,1.34
가족에게,6.4,1.21
공감,6.4,1.11
대단,6.4,1.03
베이비,6.4,1.14
생일을,6.4,1.14
잘부탁드려요,6.4,1.11
웃을,6.4,0.93
아기를,6.4,1.12
안전하다,6.4,1.03
좋은데,6.38,0.95
아기는,6.38,1.21
무료,6.38,1.26
엄마가,6.38,1.34
형제,6.38,1.18
좋을,6.38,1.01
좋으면,6.38,0.85
추억,6.38,1.23
내친구,6.38,1.12
희망도,6.38,1.16
음악을,6.38,1.07
감사해야,6.38,1.18
초대,6.38,0.9
웃겼던,6.38,1.28
가족과,6.38,1.28
다행이네,6.38,0.99
앜ㅋㅋㅋㅋ,6.38,1.65
뮤지컬,6.38,1.09
가득한,6.38,1.21
morning,6.38,1.01
할인,6.38,1.09
특별,6.38,1.19
받아가세요~,6.38,1.12
할수있어,6.38,1.14
하핫,6.38,1.01
특별한,6.38,1.21
오늘의유머,6.38,0.92
인기,6.38,1.19
보고싶어요,6.36,1.31
금,6.36,1.29
돈,6.36,1.35
좋아보인다고,6.36,1.17
단골,6.36,0.98
안전하게,6.36,1.06
새해에는,6.36,1.12
고맙단,6.36,0.9
와아,6.36,1.05
가득,6.36,1.38
괜찮다,6.36,1.03
커피를,6.36,1.16
방송함께봐요~,6.36,0.78
키스한,6.36,1.24
엄마의,6.36,1.48
인천공항,6.36,1.22
very,6.36,1.17
공짜로,6.36,1.32
Korea,6.36,1.41
1억,6.36,1.48
디즈니,6.34,1.32
금요일,6.34,1.3
춤,6.34,1.12
친구들,6.34,1.22
치즈,6.34,1.17
우아,6.34,1.02
초대합니다,6.34,1.15
이벤트,6.34,1.14
마음,6.34,1.19
옳아요,6.34,1.02
현금,6.34,1.38
신속정확,6.34,0.92
획득,6.34,1.19
와~,6.34,1.0
떡볶이,6.34,1.0
아버지,6.34,1.48
스마트한,6.34,0.98
요리,6.34,1.0
생생한,6.34,0.89
New,6.34,0.96
짱이다,6.34,1.36
진심으로,6.34,1.08
데이트를,6.34,1.19
하이,6.32,1.08
기부,6.32,1.35
웃기는,6.32,1.15
친구들과,6.32,0.96
놀자,6.32,1.1
왕자,6.32,1.02
춤을,6.32,1.08
가능합니다,6.32,0.91
전성기를,6.32,1.24
잘자요,6.32,1.13
진심이야,6.32,1.13
과자,6.32,1.0
아내에게,6.32,1.24
좋겠네,6.32,1.25
콘서트,6.32,1.04
센스,6.32,1.04
네ㅎㅎ,6.32,0.87
홈런왕,6.32,1.19
안녕~,6.32,1.08
당당하게,6.32,1.13
좋겟다,6.32,1.17
함께합니다,6.32,1.08
잘됐네,6.32,1.08
주인공,6.32,1.1
친한,6.32,0.98
고백,6.32,1.0
함께,6.32,1.11
오뚝이처럼,6.32,1.27
바다,6.32,1.11
꿈은,6.32,1.15
꽃이,6.32,1.17
좋게,6.32,1.1
초콜릿야,6.32,1.11
부모님께,6.3,1.2
만나요,6.3,1.15
토요일에,6.3,1.33
최대한,6.3,1.05
건강,6.3,1.25
충분합니다,6.3,0.97
쿨가이,6.3,0.91
명언,6.3,1.18
친구는,6.3,1.02
기대,6.3,0.95
가능성,6.3,1.15
따뜻해보려고,6.3,0.97
아ㅋㅋ,6.3,1.02
특별히,6.3,1.02
연말연시,6.3,1.28
뿌잉,6.3,1.23
안전,6.3,1.07
네~,6.3,1.11
좋아질,6.3,0.86
비행기,6.3,1.27
상위,6.3,1.22
충분해요,6.3,1.07
Korean,6.3,1.45
즐길,6.28,0.99
한국인,6.28,1.34
쿠폰,6.28,1.2
키키,6.28,0.97
아이들,6.28,1.25
믿고,6.28,1.13
아메리카노,6.28,1.09
한국,6.28,1.2
출발,6.28,0.99
허니,6.28,1.2
피아노,6.28,1.09
헤헿,6.28,0.99
개그맨,6.28,1.03
괜찮습니다,6.28,0.78
기원합니다,6.28,1.01
아이디어,6.28,1.11
맥주,6.28,1.28
응원,6.28,1.03
잘하고,6.28,1.05
뿌잉뿌잉,6.28,1.47
가족은,6.28,1.44
힘내요,6.28,1.03
점심,6.28,1.09
허허,6.28,1.14
무료배송,6.28,1.01
주말에,6.28,1.28
굳,6.28,1.41
헤헷,6.28,1.13
아내,6.28,1.28
즐겨봤어,6.28,1.03
좋다고,6.28,1.16
live,6.28,1.07
올바른,6.26,1.03
문화상품권,6.26,1.1
정답,6.26,1.05
빛을,6.26,1.24
크크,6.26,0.94
친구와,6.26,1.12
애플,6.26,1.07
ㅋ_ㅋ,6.26,1.59
스마트하게,6.26,0.96
최초,6.26,0.88
만찬을,6.26,1.12
괜찮아요,6.26,1.01
가족을,6.26,1.17
친구랑,6.26,0.99
안전한,6.26,1.17
아하,6.26,1.23
도움,6.26,1.1
만화,6.26,1.19
롯데월드에서,6.26,1.14
생일이,6.26,1.27
열심히,6.26,1.24
카페,6.26,1.07
ㅇㅋ,6.26,1.08
기적으로,6.26,1.07
초콜릿은,6.26,0.99
좋아하지,6.26,1.32
재미가,6.24,0.92
애기,6.24,1.15
캬캬,6.24,0.89
엄마랑,6.24,1.49
용기가,6.24,0.94
어머니가,6.24,1.49
다행,6.24,1.02
괜찮아,6.24,1.0
허락하셨어,6.24,1.08
이벤트',6.24,1.17
우리나라,6.24,1.3
결혼했고,6.24,1.24
가족이구요,6.24,1.12
하얀,6.24,0.98
치유하시는,6.24,1.08
맛,6.24,0.96
재밌,6.24,1.0
확신,6.24,1.27
앜ㅋㅋㅋ,6.24,1.55
어머니를,6.24,1.33
좋아하나,6.24,0.98
진심,6.24,1.17
업그레이드,6.24,0.96
NEW,6.24,1.06
소통원활,6.24,0.98
아빠를,6.22,1.54
와인,6.22,1.06
해결,6.22,1.31
집으로,6.22,1.25
오랜만이군,6.22,1.11
많이많이,6.22,1.04
유용한,6.22,0.97
은총이,6.22,1.53
로즈,6.22,1.17
진리,6.22,1.04
다같이,6.22,1.06
할인쿠폰,6.22,1.11
추천,6.22,1.13
드라이브,6.22,1.31
도전,6.22,1.15
기념,6.22,1.04
방학때,6.22,1.23
확정,6.22,1.11
힌트,6.22,0.82
토닥토닥,6.22,0.82
기회,6.22,1.13
괜찮죠,6.22,0.86
가족이,6.22,1.46
유명한,6.22,0.91
기대되는군,6.22,1.02
확신해,6.22,1.13
생명을,6.22,1.11
덕분에,6.22,1.13
오믈렛으로,6.22,0.97
라스베가스에서,6.22,1.27
새단장,6.22,1.06
안녕,6.22,1.07
재미로,6.22,0.86
기꺼이,6.22,1.09
소원을,6.22,0.93
밥,6.2,1.16
하늘이,6.2,0.99
친구들이,6.2,0.93
엄마를,6.2,1.55
만남,6.2,0.88
미래로,6.2,0.97
에너지,6.2,1.16
옳은,6.2,0.9
적극,6.2,1.07
엄마한테,6.2,1.26
훨씬,6.2,1.09
서울대,6.2,1.48
친구들이랑,6.2,1.18
괜찮은,6.2,0.93
사탕,6.2,1.11
치즈버거가,6.2,1.34
공짜,6.2,1.43
해냈잖아,6.2,1.07
아이들에게,6.2,1.12
복되시나이다,6.2,1.44
ㅋㅋ난,6.18,1.34
패션,6.18,0.98
퇴근,6.18,1.4
목표,6.18,1.14
아침,6.18,1.17
잘하면,6.18,1.08
반지,6.18,1.44
런닝맨,6.18,1.22
별이,6.18,0.96
제일,6.18,1.16
가수,6.18,1.02
인사,6.18,1.12
함께요,6.18,0.9
바른,6.18,1.1
미래,6.18,1.17
당신을위한,6.18,0.96
Seoul,6.18,1.22
기회가,6.18,1.0
최초로,6.18,0.94
고구마,6.18,0.92
아자,6.18,1.19
잠,6.18,1.1
언니,6.18,1.06
ㅋㅅㅋ,6.18,1.22
팬,6.18,1.16
전세계,6.18,1.24
후훗,6.18,1.0
백화점,6.18,1.19
아버지는,6.18,1.24
함께한,6.18,0.94
놀라운,6.18,1.02
뉴욕,6.18,1.19
먹고싶다,6.18,1.14
힘내서,6.18,1.06
여친,6.16,1.25
귤,6.16,1.13
찾았어요,6.16,0.93
빛이,6.16,1.43
노래에,6.16,1.0
가득하신,6.16,1.09
신기하다,6.16,1.08
최초의,6.16,0.93
서울,6.16,1.15
원하던,6.16,1.13
연기대상,6.16,1.08
정,6.16,1.08
산,6.16,1.15
노래는,6.16,1.0
친구를,6.16,1.02
첫째도안전,6.16,1.0
고기,6.16,1.13
예의,6.16,0.93
소녀시대,6.16,1.36
친구의,6.16,0.89
충분해,6.16,0.93
이벤트-,6.16,1.08
자기야,6.16,1.2
오래오래,6.16,1.02
숲으로,6.16,1.25
옳다,6.16,1.06
굉장히,6.16,1.02
특집,6.16,1.06
공연,6.16,1.02
노래,6.16,1.06
can,6.14,1.31
즐기라고,6.14,1.11
프랑스,6.14,1.07
오호,6.14,1.03
집,6.14,1.26
강하고,6.14,0.86
물론이지,6.14,0.9
life,6.14,1.36
애인이,6.14,1.25
뉴욕에,6.14,1.16
효능,6.14,1.07
iPhone,6.14,1.26
라스베가스,6.14,1.28
바다를,6.14,1.16
괜찮아지는,6.14,0.86
꿈에,6.14,0.9
맞습니다,6.14,0.88
아침입니다,6.14,1.11
충분히,6.14,1.12
이벤트로,6.14,1.03
친구에게,6.14,1.01
드려요~,6.14,0.93
성원에,6.14,0.83
쉬어요,6.14,1.03
영화를,6.14,1.03
살아있는,6.14,1.01
다행히,6.14,0.76
안전하니까,6.14,0.95
함께하지,6.14,0.95
믿는,6.14,1.09
친구한테,6.14,0.88
스키,6.14,1.16
기대하고,6.14,0.97
치유가,6.12,1.02
수표,6.12,1.36
진정한,6.12,1.0
은총에,6.12,1.61
영웅이,6.12,1.0
미래요,6.12,0.98
영화가,6.12,1.15
빵,6.12,1.19
번듯한,6.12,0.98
언니랑,6.12,1.17
오빠도,6.12,1.06
스키장,6.12,1.26
함께하는,6.12,1.06
개콘,6.12,1.06
뉴욕에서,6.12,1.22
치유를,6.12,0.94
소개합니다,6.12,0.87
부탁드려요,6.12,1.0
연주,6.12,1.08
대한민국이,6.12,1.29
경품이,6.12,1.08
발견했습니다,6.12,0.94
화이트,6.12,1.08
킹,6.12,1.19
아이들의,6.12,1.06
노래를,6.12,0.87
이브,6.12,1.14
큰,6.12,0.87
우리와,6.12,1.02
파란색,6.12,1.04
추억이,6.12,1.04
first,6.12,1.26
기프티콘,6.1,1.09
운동,6.1,1.09
right,6.1,1.17
모두,6.1,1.2
되세요~,6.1,1.02
헤이,6.1,0.99
적절한,6.1,0.86
마끼아또,6.1,1.04
할머니,6.1,1.42
클리어,6.1,1.07
신메뉴,6.1,0.89
업데이트,6.1,0.84
뷰티풀마트,6.1,1.11
강한,6.1,0.97
많이,6.1,0.97
받아가세요,6.1,1.09
짬뽕,6.1,1.02
괜찮겠구만,6.1,0.91
대한민국을,6.1,1.15
친구가,6.1,0.93
world,6.1,1.22
이벤트도,6.1,0.95
친구에,6.1,1.05
글로벌,6.1,1.07
동창이에요,6.1,1.11
왕,6.1,1.13
보고싶어,6.1,1.27
주세요~,6.1,1.02
먹어요,6.1,0.91
영화는,6.1,0.97
제주도,6.1,1.42
미래를,6.1,1.07
많아요,6.1,1.13
음식,6.08,1.07
콜,6.08,1.08
다행이네요,6.08,1.07
A,6.08,1.4
클래식,6.08,1.05
오우,6.08,1.23
먹으면서,6.08,0.99
아이패드,6.08,1.16
liked,6.08,1.28
연주자,6.08,1.16
모시겠습니다,6.08,1.01
세계,6.08,1.08
즐건,6.08,1.16
아빠의,6.08,1.35
믿습니다,6.08,1.1
오픈이벤트,6.08,1.1
photo,6.08,1.03
물론이죠,6.08,1.1
스타벅스,6.08,1.48
모두를,6.08,1.05
카메라,6.08,0.99
안정을,6.08,0.94
먹는다,6.08,1.23
캬,6.08,1.18
누나,6.08,1.12
모범이,6.08,0.97
야구,6.08,1.24
아빠는,6.08,1.28
생명이,6.08,1.14
날아,6.08,1.19
대화,6.08,0.94
korea,6.08,1.5
신사,6.08,0.94
인기가요,6.08,1.03
국제,6.08,1.14
확인해주세요~,6.08,1.05
같이살고,6.08,0.8
드라이브를,6.08,1.07
말씀,6.08,0.92
급상승,6.08,1.29
무사히,6.08,0.9
지갑,6.08,1.1
청년,6.08,0.94
확실한,6.08,0.92
정확한,6.08,0.88
감상,6.06,1.02
마음으로,6.06,0.98
민주주의를,6.06,1.2
자비를,6.06,1.06
하늘에서,6.06,1.1
먹었어요,6.06,0.96
정답을,6.06,0.93
리더,6.06,0.98
오빠,6.06,0.84
김하늘,6.06,1.15
컴백,6.06,1.1
대한민국의,6.06,1.11
같이,6.06,1.08
신인상,6.06,1.15
All,6.06,1.15
함께했지,6.06,0.82
가족도,6.06,1.25
