word,happs,stdDev
宝贝,6.82,1.76
忠诚,6.82,1.9
尊敬,6.82,1.53
优良,6.8,1.68
热心,6.8,1.39
舒服,6.8,1.51
可贵,6.8,1.4
圆满,6.8,1.84
伟大,6.8,1.86
幽默,6.8,1.32
卓有成效,6.8,1.6
光彩,6.8,1.14
顺利,6.78,1.61
兴奋,6.78,1.39
美感,6.78,1.84
鼓舞,6.78,1.31
赞成,6.78,1.67
满足,6.78,1.59
珍贵,6.78,1.34
轻松,6.78,1.62
天赋,6.78,1.33
富裕,6.78,1.8
福,6.78,1.64
热烈,6.78,1.33
欣赏,6.78,1.36
姐妹,6.76,1.41
鲜花,6.76,1.19
拥抱,6.76,1.38
赞叹,6.76,1.8
喜剧,6.76,1.59
奖金,6.76,1.57
福利,6.76,1.3
光明,6.76,1.56
战胜,6.74,1.77
进步,6.74,1.27
自信,6.74,1.5
正义,6.74,1.63
兴盛,6.74,1.79
有趣,6.74,1.44
诚意,6.74,1.21
天堂,6.74,1.89
和平,6.74,1.91
婚礼,6.74,1.63
盈余,6.72,1.11
优越,6.72,1.36
才华,6.72,1.58
诚恳,6.72,1.39
旺盛,6.72,1.39
谢谢,6.7,1.59
好,6.7,1.72
振兴,6.7,1.4
感动,6.7,1.33
热忱,6.7,1.54
信赖,6.7,1.27
风趣,6.7,1.15
童年,6.7,1.79
精华,6.68,1.8
结婚,6.68,1.73
灵敏,6.68,0.96
发达,6.68,1.58
崇高,6.68,1.58
敬意,6.68,1.13
多彩,6.68,1.06
阳光,6.68,1.89
关怀,6.68,1.56
功绩,6.68,1.3
痛快,6.68,1.36
活泼,6.68,1.57
升华,6.68,1.27
全心全意,6.68,1.62
丰硕,6.68,1.7
爸,6.68,1.49
爱好,6.68,1.32
智慧,6.68,1.92
精英,6.68,1.82
高效,6.66,1.48
欢,6.66,1.66
宝贵,6.66,1.6
尊重,6.66,1.47
晋升,6.66,1.7
名胜,6.66,1.44
春天,6.66,1.29
优点,6.66,1.59
赢利,6.64,1.54
收益,6.64,1.27
欢迎,6.64,1.68
好看,6.64,1.16
天真,6.64,1.54
丰富,6.64,1.44
奇妙,6.64,1.55
希望,6.64,1.38
好好,6.64,1.48
和睦,6.64,1.59
好感,6.62,1.29
盛大,6.62,1.16
免费,6.62,1.71
优惠,6.62,1.34
家,6.62,1.77
妈,6.62,1.77
宽容,6.62,1.34
明亮,6.62,1.31
巧妙,6.62,1.16
勇敢,6.62,1.61
正直,6.62,1.38
欣慰,6.6,1.53
忠实,6.6,1.74
表彰,6.6,1.64
取胜,6.6,1.41
盈利,6.6,1.68
佳,6.6,1.63
玫瑰,6.6,1.41
难能可贵,6.6,1.62
歌唱,6.6,1.75
风景,6.6,1.44
报酬,6.6,1.6
赞同,6.6,1.48
好人,6.6,1.7
妙,6.58,1.7
祖母,6.58,1.7
情趣,6.58,1.43
赏,6.58,1.23
独创,6.58,1.34
热闹,6.58,1.18
才智,6.58,1.67
旅游,6.58,1.47
荣获,6.58,1.74
珍惜,6.58,1.25
吉,6.58,1.79
坚强,6.58,1.23
一流,6.56,1.49
细心,6.56,1.25
盛名,6.56,1.39
分红,6.56,1.5
放心,6.56,1.31
神仙,6.56,1.68
发扬光大,6.56,1.73
好转,6.56,1.31
理想,6.56,1.67
感人,6.56,1.21
英雄,6.56,1.68
赞助,6.56,1.33
赞,6.56,1.98
和谐,6.54,1.58
上进,6.54,1.46
灵感,6.54,1.43
优化,6.54,1.07
永恒,6.54,1.74
友好,6.54,1.55
大自然,6.54,1.57
珠宝,6.54,1.37
慷慨,6.54,1.88
淋漓尽致,6.54,1.15
正确,6.54,1.72
春节,6.54,2.09
有益,6.54,1.43
可靠,6.54,1.2
功劳,6.54,1.54
日新月异,6.54,1.31
真实,6.54,1.49
财富,6.54,1.68
进取,6.52,1.3
父母,6.52,1.91
真心,6.52,1.49
强大,6.52,1.53
善,6.52,1.81
利润,6.52,1.58
灵活,6.52,1.11
造福,6.52,1.4
周末,6.52,1.59
英勇,6.52,1.49
亲,6.5,1.23
宏伟,6.5,1.46
友谊,6.5,1.47
洋溢,6.5,1.47
昌盛,6.5,2.0
康复,6.5,1.34
优势,6.5,1.43
高档,6.5,1.53
我家,6.5,1.46
雄厚,6.5,1.37
充裕,6.5,1.25
朋友,6.5,1.71
信心,6.5,1.46
强国,6.48,1.46
独立自主,6.48,1.42
致富,6.48,1.53
高级,6.48,1.49
明朗,6.48,1.5
关心,6.48,1.13
生动,6.48,1.05
神圣,6.48,1.5
爱护,6.48,1.42
年轻,6.48,1.54
勇气,6.48,1.37
宁静,6.48,1.39
奋斗,6.48,1.34
精致,6.48,1.57
盈,6.46,1.47
永远,6.46,1.49
崇拜,6.46,1.2
生日,6.46,1.84
畅销,6.46,1.31
精细,6.46,1.22
勤劳,6.46,1.51
强,6.46,1.36
胜任,6.46,1.45
鉴赏,6.46,1.59
美人,6.46,1.84
宏大,6.46,1.53
哈,6.44,1.64
太阳,6.44,1.5
智,6.44,1.68
提高,6.44,1.23
健身,6.44,1.26
纯洁,6.44,1.59
斗志,6.44,1.33
善意,6.44,1.74
信誉,6.44,1.61
礼物,6.44,1.3
推崇,6.44,1.21
焕发,6.44,1.13
神奇,6.44,1.49
休闲,6.42,1.36
老婆,6.42,1.64
声誉,6.42,1.14
兴趣,6.42,1.11
美化,6.42,1.33
创造,6.42,1.46
明智,6.42,1.83
乐园,6.42,1.63
深厚,6.42,1.23
完善,6.42,1.37
平和,6.42,1.54
妹妹,6.42,1.58
顽强,6.42,1.43
奶奶,6.42,1.95
风光,6.42,1.43
受益,6.42,1.39
歌颂,6.42,1.9
开明,6.42,1.18
熟练,6.42,1.5
亲属,6.4,1.64
自力更生,6.4,1.26
梦想,6.4,1.87
舒,6.4,1.12
公平,6.4,1.54
上帝,6.4,1.59
父亲,6.4,1.7
改善,6.4,0.99
安定,6.4,1.4
爱情,6.4,1.95
开阔,6.4,1.29
景色,6.4,1.34
增值,6.4,1.34
时尚,6.4,1.47
富翁,6.4,2.17
妻,6.4,1.47
顶峰,6.4,1.62
优待,6.4,1.54
黄金,6.4,1.75
动人,6.4,1.58
葡萄酒,6.38,1.41
振奋,6.38,1.37
辽阔,6.38,1.46
现代化,6.38,1.43
升值,6.38,1.5
积极,6.38,1.63
奖学金,6.38,1.98
朝气,6.38,1.61
友,6.38,1.24
高明,6.38,1.54
看好,6.38,1.19
宝,6.38,1.58
崇敬,6.38,1.75
成就,6.38,1.86
益,6.36,1.19
活跃,6.36,1.55
谢,6.36,1.5
青春,6.36,1.51
奋起,6.36,1.29
互助,6.36,1.31
修养,6.36,1.03
小康,6.36,1.55
创造性,6.36,1.68
崭新,6.36,1.6
准确,6.36,1.21
适宜,6.36,1.08
老家,6.36,1.51
休假,6.36,1.54
有名,6.36,1.06
蓬勃,6.34,1.27
衷心,6.34,1.42
精通,6.34,1.53
享乐,6.34,1.49
珍珠,6.34,1.48
舞蹈,6.34,1.29
祖国,6.34,1.71
友人,6.34,1.69
充足,6.34,1.72
放松,6.34,1.51
彩,6.34,1.45
良性,6.34,1.15
赚,6.34,1.53
节日,6.34,1.52
安全,6.34,1.45
健全,6.34,1.67
信用,6.34,1.14
毅力,6.32,1.45
唱歌,6.32,1.35
领悟,6.32,1.35
环保,6.32,1.28
特长,6.32,1.19
母,6.32,1.5
北大,6.32,1.66
稳,6.32,1.19
忠,6.32,1.62
旅行,6.32,1.6
最高,6.32,1.6
广阔,6.32,1.35
廉政,6.32,1.53
知名,6.32,1.33
创意,6.32,1.17
营养,6.32,1.35
充实,6.32,1.41
故乡,6.32,1.46
人材,6.3,1.33
和美,6.3,1.74
认真,6.3,1.4
活着,6.3,1.22
益处,6.3,1.46
潜能,6.3,1.23
果实,6.3,1.2
女儿,6.3,1.61
花,6.3,1.58
雄心,6.3,1.13
山水,6.3,1.31
爷爷,6.3,1.4
收获,6.3,1.64
绅士,6.3,1.54
乐于,6.3,1.22
金,6.3,1.45
真切,6.3,1.05
新鲜,6.3,1.58
荣,6.3,1.59
新颖,6.3,1.37
活力,6.3,1.58
勤工俭学,6.28,1.34
可观,6.28,1.21
生命,6.28,1.6
未来,6.28,1.4
慧,6.28,1.11
积极性,6.28,1.74
干净,6.28,1.54
文明,6.28,1.53
不错,6.28,1.57
气质,6.28,1.41
贡献,6.28,1.73
净化,6.28,1.14
迎接,6.28,1.28
君子,6.28,1.54
姐姐,6.28,1.5
公正,6.28,2.04
智能,6.28,1.21
娱乐,6.28,1.75
宽阔,6.28,1.28
升,6.28,1.29
跳舞,6.28,1.47
愿望,6.28,1.21
高大,6.28,1.21
亲友,6.28,1.55
真理,6.28,1.46
高潮,6.28,1.63
尊,6.28,1.21
礼品,6.26,1.14
领先,6.26,1.68
壮大,6.26,1.32
观赏,6.26,1.45
饱,6.26,1.4
十分,6.26,1.32
勇于,6.26,1.54
努力,6.26,1.26
趣,6.26,1.31
花卉,6.26,1.58
羡慕,6.26,1.32
见效,6.26,1.43
国庆,6.26,1.69
人才,6.26,1.65
香,6.26,1.55
财源,6.26,1.7
才干,6.26,1.29
太平,6.26,1.44
良好,6.24,1.74
精品,6.24,1.76
安心,6.24,1.56
绿色,6.24,1.35
便利,6.24,1.48
豪华,6.24,2.03
捐赠,6.24,1.46
勇士,6.24,1.74
尊严,6.24,1.65
增强,6.24,1.24
热爱,6.24,1.65
单纯,6.24,1.53
超越,6.24,1.52
忠于,6.24,1.27
新奇,6.24,1.41
轻而易举,6.24,1.32
勤,6.24,1.36
清晰,6.24,1.14
宝座,6.24,1.57
实事求是,6.24,1.66
长处,6.24,1.51
家人,6.24,1.67
缘,6.24,1.53
充沛,6.24,1.76
闻名,6.24,1.64
坚信,6.24,1.42
年青,6.24,1.42
敬,6.24,1.25
高昂,6.24,1.92
钱,6.24,1.29
惠,6.22,1.3
尖端,6.22,1.47
绿化,6.22,1.66
营利,6.22,1.31
自立,6.22,1.33
实惠,6.22,1.64
好处,6.22,1.18
相辅相成,6.22,1.17
成果,6.22,1.67
艺术,6.22,1.31
理解,6.22,1.54
长城,6.22,1.67
良心,6.22,1.5
音乐,6.22,1.52
成熟,6.22,1.53
圣诞,6.22,1.83
祝,6.2,1.4
决心,6.2,1.31
偶像,6.2,1.73
趣味,6.2,1.68
聚会,6.2,1.14
长久,6.2,1.46
升级,6.2,1.34
大学,6.2,1.62
怀抱,6.2,1.39
生命力,6.2,1.58
享有,6.2,1.18
捐献,6.2,1.46
一视同仁,6.2,1.01
弘扬,6.2,1.54
激情,6.2,1.67
姑娘,6.2,1.44
抱负,6.2,1.25
康,6.2,1.28
精明,6.2,1.62
德,6.2,1.36
爱国,6.18,1.66
自由,6.18,1.97
星期日,6.18,1.7
隆重,6.18,1.6
精心,6.18,1.51
丰,6.18,1.79
大海,6.18,1.3
责任感,6.18,1.27
水果,6.18,1.52
典范,6.18,1.51
坚持,6.18,1.41
暑假,6.18,1.62
有利,6.18,1.51
效益,6.18,1.48
著名,6.18,1.64
电影院,6.18,1.47
诚,6.18,1.38
实话,6.18,1.24
婚,6.18,1.17
礼,6.18,1.14
互惠,6.18,1.27
前景,6.18,1.24
增高,6.18,0.96
仙,6.18,1.45
敏锐,6.18,1.34
赢得,6.16,1.68
娘,6.16,1.48
典礼,6.16,1.2
床上,6.16,1.56
美金,6.16,1.86
威望,6.16,1.71
高产,6.16,1.46
圣人,6.16,1.6
保养,6.16,1.4
务实,6.16,1.15
兴致,6.16,1.31
发展,6.16,1.25
幸,6.16,1.31
乐曲,6.16,1.4
父,6.16,1.79
要好,6.16,1.27
增产,6.16,1.18
赠送,6.16,1.45
气魄,6.16,1.23
安宁,6.16,1.54
同心,6.16,1.33
团结,6.16,1.83
客气,6.16,1.11
前所未有,6.16,1.42
闲暇,6.16,1.13
品德,6.14,1.37
帮助,6.14,1.16
心愿,6.14,1.44
充满,6.14,1.36
远见,6.14,1.29
对,6.14,1.44
儿女,6.14,1.59
增收,6.14,1.51
认同,6.14,1.32
顺,6.14,1.69
榜样,6.14,1.53
皇后,6.14,1.44
非凡,6.14,1.6
分享,6.14,1.37
熟悉,6.12,1.06
壮年,6.12,1.44
享,6.12,1.15
现金,6.12,1.24
细致,6.12,1.26
亲戚,6.12,1.71
愿意,6.12,1.66
天然,6.12,1.21
经典,6.12,1.24
高等,6.12,1.24
诗意,6.12,1.52
相信,6.12,1.27
增幅,6.12,1.22
亮,6.12,1.21
显著,6.12,1.19
同意,6.12,1.51
上升,6.12,1.21
清华,6.12,1.53
信仰,6.12,1.6
接纳,6.12,1.08
好多,6.12,1.17
存款,6.12,1.27
清醒,6.12,1.38
录用,6.12,1.48
温和,6.12,1.14
明晰,6.12,1.26
工资,6.12,1.41
元旦,6.12,1.52
拥有,6.12,1.32
良知,6.12,1.53
森林,6.12,1.61
霞,6.1,1.36
高,6.1,1.49
刻苦,6.1,1.4
安静,6.1,1.43
清洁,6.1,1.11
关切,6.1,1.31
期待,6.1,1.33
才能,6.1,1.39
奥运会,6.1,1.68
承诺,6.1,1.4
抒情,6.1,1.13
姊,6.1,1.56
有用,6.1,1.36
声望,6.1,1.54
同胞,6.1,1.25
至高无上,6.1,1.87
特别,6.1,1.3
明白,6.1,1.22
超级,6.1,1.37
经验,6.1,1.23
补贴,6.1,1.34
游泳,6.1,1.33
心灵,6.1,1.58
深造,6.1,1.49
优先,6.1,1.56
新品,6.1,1.18
鲜,6.1,1.15
擅长,6.1,1.2
辛勤,6.1,1.69
觉醒,6.1,1.2
简洁,6.1,1.42
薪金,6.1,1.36
开放,6.1,1.13
深信,6.08,1.47
祖父母,6.08,1.58
家园,6.08,1.51
下班,6.08,1.75
财,6.08,1.48
足够,6.08,1.31
先进,6.08,1.56
民主,6.08,1.69
神,6.08,1.47
永久,6.08,1.21
耐用,6.08,1.24
高涨,6.08,1.56
探亲,6.08,1.32
划时代,6.08,1.21
复活,6.08,1.37
粮食,6.08,1.5
潜力,6.08,1.69
巧,6.08,1.34
假期,6.08,1.74
中国,6.06,1.66
合格,6.06,1.36
晨,6.06,1.11
举世,6.06,1.27
巴黎,6.06,1.36
赠,6.06,1.33
首饰,6.06,1.49
老实,6.06,1.25
机遇,6.06,1.3
录取,6.06,1.48
夫妻,6.06,1.22
开玩笑,6.06,1.46
高新,6.06,1.24
收成,6.06,1.66
前进,6.06,1.13
节约,6.06,1.2
well,6.06,1.42
家乡,6.06,1.56
蓝图,6.06,1.56
成效,6.06,1.38
支持,6.06,1.28
国王,6.06,1.54
卓识,6.06,1.63
援助,6.06,1.46
情感,6.04,1.32
金钱,6.04,1.41
主动,6.04,1.12
坚定,6.04,1.24
中國,6.04,1.89
融通,6.04,1.12
增多,6.04,1.41
人民币,6.04,1.6
合理,6.04,1.16
扩展,6.04,1.05
清楚,6.04,1.16
妥善,6.04,1.59
恰好,6.04,1.18
稳健,6.04,1.48
包容,6.04,1.75
回升,6.04,1.21
活动,6.04,1.5
楷模,6.04,1.89
锻炼,6.04,1.35
情调,6.04,1.24
骨干,6.04,1.64
拥护,6.04,1.43
强劲,6.04,1.7
圣经,6.04,1.51
校园,6.04,1.18
发明,6.04,0.99
海洋,6.04,1.51
宴会,6.04,1.41
瞩目,6.04,1.46
名人,6.04,1.21
新兴,6.04,1.28
鲜明,6.04,1.35
悠久,6.04,1.19
容易,6.02,1.29
剑桥,6.02,1.39
中华,6.02,1.73
大气,6.02,1.29
春,6.02,1.15
头等,6.02,1.38
苹果,6.02,1.32
超前,6.02,1.57
保护,6.02,1.5
浩大,6.02,1.42
子女,6.02,1.19
技艺,6.02,1.24
小女,6.02,1.42
坚实,6.02,1.22
情人,6.02,1.76
有意思,6.02,1.46
庆,6.02,1.41
佳作,6.02,1.72
电影,6.02,1.25
成交,6.02,1.39
小朋友,6.02,1.48
信念,6.02,1.25
花园,6.02,1.39
维也纳,6.02,1.53
端正,6.02,1.27
名家,6.02,1.57
复兴,6.02,1.29
歌舞,6.02,1.24
批准,6.02,1.3
奋,6.02,1.2
有效,6.02,1.17
舞,6.02,1.53
良,6.02,1.13
摇篮,6.0,0.99
无误,6.0,1.56
向上,6.0,1.5
特大,6.0,1.47
自主,6.0,1.23
利于,6.0,1.26
免税,6.0,1.55
教堂,6.0,1.58
协作,6.0,1.37
教养,6.0,1.29
指引,6.0,1.4
贵族,6.0,1.29
好奇,6.0,1.12
景气,6.0,1.2
机会,6.0,1.4
契机,6.0,1.36
明星,6.0,1.62
有理,6.0,1.29
值得,6.0,1.5
精简,6.0,1.44
先锋,6.0,1.28
怀孕,6.0,1.71
画家,6.0,1.28
适度,6.0,1.34
凝聚力,6.0,1.47
家庭,6.0,1.53
获得,6.0,1.54
博士,6.0,1.03
专业,6.0,1.25
提升,6.0,1.39
熟人,6.0,1.23
宫殿,6.0,1.23
完工,6.0,1.26
情,6.0,1.32
唱,6.0,1.05
圣,6.0,1.54
青年,6.0,1.26
拯救,6.0,1.76
飞跃,6.0,1.44
合适,6.0,1.73
前途,6.0,1.46
完成,5.98,1.58
坚固,5.98,1.61
动画,5.98,1.6
诞生,5.98,1.25
伙伴,5.98,1.62
姐,5.98,1.56
明了,5.98,1.3
玩,5.98,1.5
素养,5.98,1.38
快,5.98,1.38
公益,5.98,1.45
能量,5.98,1.56
扶助,5.98,1.13
食物,5.98,1.35
实力,5.98,1.19
兴,5.98,1.45
开拓,5.98,1.17
出国,5.98,1.27
图书馆,5.98,1.6
熏陶,5.98,1.44
启发,5.98,1.0
培养,5.98,1.08
老师,5.98,1.32
家属,5.98,1.39
胡锦涛,5.98,1.65
改良,5.98,1.33
至上,5.98,1.41
追求,5.98,1.2
睡觉,5.98,1.39
硕士,5.98,1.5
兴起,5.98,1.19
净,5.98,1.35
小孩,5.98,1.49
宽广,5.98,1.39
简便,5.96,1.23
恩来,5.96,1.43
创建,5.96,1.23
宽松,5.96,1.11
易,5.96,1.38
水,5.96,1.52
新书,5.96,1.37
瑞士,5.96,1.54
里程碑,5.96,1.41
我们,5.96,1.24
润,5.96,1.14
巨人,5.96,1.32
协调,5.96,1.21
阔,5.96,1.26
威信,5.96,1.18
哈佛,5.96,1.54
和解,5.96,1.73
远大,5.96,1.44
妻子,5.96,1.73
恰当,5.96,1.19
观光,5.96,1.48
闪烁,5.96,1.46
毕业,5.96,1.48
从容,5.96,1.69
誉,5.96,1.24
旋律,5.96,1.48
举足轻重,5.96,1.5
加强,5.96,1.28
艺术品,5.96,1.34
完整,5.96,1.34
上市,5.96,1.35
信,5.96,1.14
香港,5.96,1.19
厉害,5.96,1.67
帮忙,5.96,0.95
钢琴,5.96,1.5
理智,5.96,1.58
期望,5.96,1.58
理性,5.96,1.55
祈祷,5.96,1.4
稳定,5.96,1.29
最大,5.96,1.47
哥哥,5.96,1.29
慰问,5.94,1.48
拓展,5.94,1.33
孩子,5.94,1.67
诸葛亮,5.94,1.62
清晨,5.94,1.43
弹性,5.94,1.3
收藏,5.94,1.24
知识,5.94,1.38
激活,5.94,1.15
壮,5.94,1.33
首席,5.94,1.46
真,5.94,1.45
笑话,5.94,1.86
植物,5.94,1.13
挪威,5.94,1.54
海,5.94,1.45
满,5.94,1.33
演唱,5.94,1.27
照顾,5.94,1.27
耐心,5.94,1.57
将来,5.94,1.57
新,5.94,1.48
互利,5.94,1.6
透明,5.94,1.19
津贴,5.94,1.41
回报,5.94,1.52
攀登,5.94,1.35
感情,5.94,1.3
大學,5.94,1.24
国都,5.94,1.36
闪光,5.94,1.2
景观,5.94,1.1
诗人,5.94,1.38
英镑,5.94,1.43
完备,5.94,1.43
平静,5.94,1.27
传奇,5.94,1.67
强力,5.94,1.3
吻合,5.94,1.58
游戏,5.94,1.49
增加,5.94,1.02
子孙,5.92,1.31
景,5.92,1.34
雄,5.92,1.21
文化,5.92,1.19
视野,5.92,1.23
公园,5.92,1.21
递增,5.92,1.05
拼搏,5.92,1.48
进化,5.92,1.4
古城,5.92,1.34
励,5.92,1.41
太太,5.92,1.32
睛,5.92,1.14
肯定,5.92,0.97
乡亲,5.92,1.29
海滩,5.92,1.43
独立,5.92,1.32
邀请,5.92,1.51
别墅,5.92,1.56
大师,5.92,1.48
生长,5.92,1.28
自然,5.92,1.64
独特,5.92,1.64
留学,5.92,1.37
财物,5.92,1.14
正统,5.92,1.45
到达,5.92,1.41
财产,5.92,1.4
盛,5.92,1.51
名誉,5.92,1.44
简单,5.92,1.48
掌握,5.92,1.01
成长,5.92,1.28
谅解,5.92,1.34
深化,5.92,1.24
创业,5.92,1.48
歌,5.92,1.5
宽大,5.92,1.56
游览,5.92,1.51
主力,5.92,1.26
文艺,5.92,1.26
归来,5.92,1.12
婴儿,5.92,1.52
符合,5.92,1.1
展望,5.92,1.4
钞票,5.92,1.61
诗歌,5.9,1.47
解放军,5.9,1.49
专长,5.9,1.17
向往,5.9,1.49
觉悟,5.9,1.49
促进,5.9,1.31
激增,5.9,1.52
扎实,5.9,1.36
信服,5.9,1.4
模范,5.9,1.71
弟弟,5.9,1.57
雅典,5.9,1.61
悟,5.9,1.43
牛津,5.9,1.2
归功,5.9,1.13
正规,5.9,1.25
改进,5.9,1.45
照相,5.9,1.31
乐器,5.9,1.42
美学,5.9,1.45
侨胞,5.9,1.13
牢固,5.9,1.33
配偶,5.9,1.61
精,5.9,1.3
获,5.9,1.34
到家,5.9,1.53
果断,5.9,1.46
自足,5.9,1.27
增长,5.9,1.2
发现,5.9,1.11
开业,5.9,1.59
权益,5.9,0.99
平等,5.9,1.59
纯,5.9,1.27
飞速,5.9,1.27
支援,5.9,1.5
能力,5.9,1.39
生机,5.9,1.58
江南,5.9,1.42
熟知,5.9,1.13
敢于,5.9,1.36
巴金,5.9,1.67
节能,5.9,1.57
互联网,5.88,1.51
捐助,5.88,1.39
特产,5.88,1.42
适合,5.88,1.6
姊妹,5.88,1.92
说唱,5.88,1.32
睡眠,5.88,1.3
业绩,5.88,1.45
境界,5.88,1.56
安,5.88,1.19
餐厅,5.88,1.14
吸引,5.88,1.06
太空,5.88,1.27
培育,5.88,1.17
认可,5.88,1.41
准许,5.88,1.1
挽救,5.88,1.71
外向,5.88,1.27
健,5.88,1.27
最新,5.88,1.47
源泉,5.88,1.32
故宫,5.88,1.49
达成,5.88,1.38
推动,5.88,1.15
平稳,5.88,0.87
正好,5.88,1.24
共鸣,5.88,1.21
答应,5.88,1.32
仁,5.88,1.64
稳步,5.88,1.24
合力,5.88,1.12
有力,5.88,1.42
补给,5.88,0.96
熟,5.88,1.06
旅,5.88,1.36
歌剧,5.88,1.24
静,5.88,1.29
百万,5.88,1.36
渴望,5.88,1.49
演奏,5.88,1.08
价值,5.86,1.53
葡萄,5.86,1.47
酬,5.86,1.21
学习,5.86,1.44
远景,5.86,1.12
推荐,5.86,0.95
丽,5.86,1.39
得分,5.86,1.31
儿子,5.86,1.26
建交,5.86,1.2
关键,5.86,1.39
天上,5.86,1.43
银,5.86,1.36
自然而然,5.86,1.23
古迹,5.86,1.53
古典,5.86,1.11
春季,5.86,1.21
明确,5.86,1.46
自律,5.86,1.14
杰,5.86,1.55
领袖,5.86,1.43
精神,5.86,1.21
享用,5.86,1.46
绘画,5.86,1.34
想象,5.86,1.23
迅速,5.86,1.25
大理,5.86,1.51
感性,5.86,1.31
正当,5.86,1.29
文学,5.86,1.28
俱乐部,5.86,1.51
china,5.86,1.43
孕育,5.86,1.62
秀,5.86,1.31
利,5.86,1.39
拓宽,5.86,1.2
资产,5.86,1.01
田野,5.86,1.43
充分,5.86,1.36
脱贫,5.86,1.87
升学,5.86,1.5
激动,5.86,1.5
大哥,5.86,1.44
夫妇,5.86,1.46
自然界,5.86,1.16
照相机,5.86,1.14
收入,5.84,1.46
力量,5.84,1.39
夏季,5.84,1.4
新生,5.84,1.31
鼓,5.84,1.28
茶,5.84,1.35
圆,5.84,1.36
生效,5.84,1.25
心声,5.84,1.3
火炬,5.84,1.2
礼仪,5.84,1.53
全力,5.84,1.28
飞行员,5.84,1.31
歌曲,5.84,1.27
开创,5.84,1.3
起飞,5.84,1.08
婚姻,5.84,1.68
兄弟,5.84,1.58
推进,5.84,1.15
潮流,5.84,1.22
开辟,5.84,0.84
适用,5.84,1.18
十足,5.84,1.63
哥,5.84,1.11
亿万,5.84,1.74
首创,5.84,1.39
高山,5.84,1.4
学问,5.84,1.36
秋天,5.84,1.35
资质,5.84,1.38
new,5.84,1.53
主流,5.84,1.35
得力,5.84,1.25
园林,5.84,1.23
新型,5.84,1.33
和谈,5.84,1.35
快速,5.84,1.28
海滨,5.84,1.38
全面,5.84,1.38
对称,5.84,1.11
龙,5.84,1.6
精力,5.84,1.36
跃,5.84,1.31
深远,5.84,1.33
科学,5.84,1.28
通过,5.84,1.04
更新,5.84,1.33
早上,5.84,1.28
突出,5.84,1.35
中国画,5.82,1.53
激发,5.82,1.51
品质,5.82,1.49
小麦,5.82,1.24
招商,5.82,1.41
守法,5.82,1.44
促成,5.82,1.17
洞察,5.82,1.3
戏曲,5.82,1.38
最多,5.82,1.45
美國,5.82,1.77
