word,happs,stdDev
نحب,7.4,1.12
أصدقائي,7.4,1.26
أم,7.4,1.4
ألعاب,7.4,1.28
حرية,7.4,1.37
أولادي,7.4,1.36
الذكاء,7.4,1.18
السلام,7.4,1.36
جمال,7.38,1.23
تحبها,7.38,1.55
عاشق,7.38,1.24
زواج,7.38,1.56
وسيم,7.38,1.09
العروس,7.38,1.1
الحفل,7.38,1.19
تحبه,7.36,1.1
العاب,7.36,1.19
رحمة,7.36,1.34
نزهة,7.36,1.17
أبوك,7.36,1.61
محمد,7.36,1.69
الأب,7.36,1.75
الطفل,7.36,1.08
فخور,7.36,0.96
أجمل,7.36,1.1
احب,7.36,1.48
حفل,7.36,1.21
القمر,7.34,1.45
الملاك,7.34,1.24
رومانسي,7.34,1.22
أمك,7.34,1.72
الأبطال,7.34,1.06
اصدقائي,7.34,1.24
البطل,7.34,1.19
يسعدني,7.34,1.24
أتزوج,7.34,1.19
ذكي,7.34,1.14
الربيع,7.34,1.17
الثقة,7.34,1.12
امل,7.34,1.44
عائلة,7.34,1.39
أخى,7.34,1.42
صحة,7.32,1.38
السلامة,7.32,1.15
العدل,7.32,1.39
والد,7.32,1.52
مرتاح,7.32,1.13
تتزوج,7.32,1.49
محظوظة,7.32,1.08
صادق,7.32,1.3
الحمد,7.32,1.36
خير,7.32,1.11
الأزهار,7.32,1.11
يحبون,7.32,0.94
الشجاعة,7.3,0.91
طفل,7.3,1.17
راحة,7.3,1.28
ابنتك,7.3,1.42
أصدقائك,7.3,1.39
الذهب,7.3,1.18
احسنت,7.3,1.3
المجوهرات,7.3,1.36
ذكية,7.3,1.22
عبقرية,7.3,1.17
شروق,7.3,1.07
الاب,7.3,1.5
ام,7.3,1.56
صغيرتي,7.3,1.25
لطيف,7.3,1.36
الأسرة,7.3,1.37
امك,7.3,1.67
الأخوة,7.3,1.34
ظريف,7.3,1.11
زوجتي,7.3,1.47
البطولة,7.28,1.05
الزوجة,7.28,1.25
اجازة,7.28,1.25
الزهرة,7.28,1.28
شاطئ,7.28,1.21
الأفضل,7.28,1.07
الآباء,7.28,1.2
تحبين,7.28,1.34
حلو,7.28,1.18
مزاح,7.28,1.18
موهبة,7.28,0.99
الحلوى,7.28,1.01
العدالة,7.26,1.43
غنى,7.26,1.37
الجمال,7.26,1.4
المزاح,7.26,1.24
الشهرة,7.26,1.14
عائلتنا,7.26,1.31
سينجح,7.26,1.08
هديه,7.26,1.12
عزيزتي,7.26,1.16
أصحاب,7.26,1.17
الأمل,7.26,1.31
استمتع,7.26,1.51
إبنتك,7.26,1.31
غني,7.26,1.14
صديقتى,7.26,1.48
اطفال,7.26,1.34
عزيزى,7.24,1.17
مخلص,7.24,1.04
المثالية,7.24,1.35
لعبة,7.24,1.24
اجمل,7.24,1.1
اللطيفة,7.24,0.94
مرحى,7.24,1.1
أحرار,7.24,1.12
صديقة,7.24,1.17
للفوز,7.24,1.12
صديقتك,7.24,1.24
زوجتك,7.24,1.35
شجاع,7.24,1.15
ترقية,7.24,1.22
حلوى,7.24,1.22
الابن,7.24,1.2
العظيم,7.24,1.32
آمنة,7.24,1.04
برافو,7.22,1.37
إحترام,7.22,1.17
عظيمة,7.22,1.07
اصدقائك,7.22,1.23
الأطفال,7.22,1.43
نظيف,7.22,1.13
بارعة,7.22,1.13
محترم,7.22,1.22
عائله,7.22,1.39
اخى,7.22,1.22
مصر,7.2,2.04
أختى,7.2,1.26
والأطفال,7.2,1.31
ابنى,7.2,1.4
الحياة,7.2,1.31
السباحة,7.2,1.16
متزوج,7.2,1.44
زوجة,7.2,1.36
الدولارات,7.2,1.32
الغناء,7.2,1.28
الطفلة,7.2,1.07
الإيمان,7.2,1.32
إبنتي,7.2,1.36
أحسنت,7.2,1.21
البيتزا,7.2,1.32
اللعب,7.2,1.09
عائلتك,7.2,1.41
الإحترام,7.2,1.09
أخ,7.18,1.35
أبطال,7.18,1.35
ربح,7.18,1.24
امزح,7.18,1.24
إجازة,7.18,1.29
أب,7.18,1.41
لطيفا,7.18,1.06
صديقتي,7.18,1.06
حديقة,7.18,1.06
صحيحة,7.18,1.32
صادقة,7.18,1.06
أميرة,7.18,1.08
المهرج,7.18,1.42
اخي,7.18,1.66
أمزح,7.18,1.08
الأخ,7.18,1.3
الذهبي,7.18,1.27
جواز,7.18,1.6
مدهش,7.18,1.26
الهى,7.18,1.61
استمتعتم,7.18,1.02
مرحبا,7.16,1.11
العزيزة,7.16,1.25
زوجتى,7.16,1.63
العاطفة,7.16,1.25
صغيرى,7.16,1.3
تمتع,7.16,1.22
الافضل,7.16,1.33
أذكى,7.16,1.15
الطيب,7.16,1.09
أمان,7.16,1.49
يمزح,7.14,1.31
وأبي,7.14,1.59
العظيمة,7.14,1.31
مثالية,7.14,1.31
شقيقتي,7.14,1.34
لطيفة,7.14,1.11
معجزة,7.14,1.18
دولارات,7.14,1.57
لطيفه,7.14,0.97
أشكرك,7.14,1.12
أخي,7.14,1.2
ولدي,7.14,1.59
الانترنت,7.14,1.34
حلوتي,7.14,1.12
الماس,7.14,1.41
الموسيقية,7.14,1.21
الموسيقى,7.14,1.46
لطفاء,7.14,1.01
شمس,7.14,1.09
تستمتع,7.12,1.42
جدتى,7.12,1.36
الشرف,7.12,1.22
بلادي,7.12,1.29
طفلا,7.12,1.15
موسيقية,7.12,1.15
الشكر,7.12,1.06
موهوب,7.12,1.04
طيبة,7.12,1.06
عادل,7.12,1.35
الأحلام,7.12,1.14
صديقي,7.12,1.32
الوسيم,7.12,1.38
المحترمون,7.12,1.26
المثالي,7.12,1.24
ممتن,7.12,1.32
زواجنا,7.12,1.39
أصدقائنا,7.12,1.26
المطر,7.12,1.19
التخرج,7.12,1.27
جيدة,7.12,1.0
موسيقى,7.12,1.24
ذكى,7.12,1.19
زوجك,7.12,1.52
صديقنا,7.12,1.12
أقوياء,7.1,1.05
الإنسانية,7.1,1.28
سررت,7.1,1.23
زهرة,7.1,1.2
عزيزتى,7.1,1.05
المال,7.1,1.3
أسعد,7.1,1.3
والدة,7.1,1.59
كريم,7.1,1.27
للحفلة,7.1,1.3
أصدقائه,7.1,1.17
الوطن,7.1,1.66
مريح,7.1,0.99
المفضلة,7.1,1.13
بلدي,7.1,1.76
آمن,7.1,1.23
الأميرة,7.1,1.2
بأمان,7.1,0.97
البنات,7.1,1.3
ناعم,7.08,1.14
أختي,7.08,1.29
بارع,7.08,1.31
الأموال,7.08,1.29
مفيدة,7.08,1.07
المعجبين,7.08,1.34
العسل,7.08,1.19
نظيفة,7.08,1.01
الإله,7.08,1.78
أماه,7.08,1.58
عسل,7.08,1.01
أخيك,7.08,1.4
الفجر,7.08,1.05
الشاطئ,7.08,1.16
صديقك,7.08,1.16
يلعبون,7.08,0.97
أخاك,7.08,1.41
مثالي,7.08,1.38
الأولاد,7.08,1.19
الموسيقي,7.08,1.35
طفله,7.08,1.19
أغنية,7.08,1.01
الأخت,7.08,1.43
يعجبنى,7.08,1.01
زوجي,7.08,1.65
الهدوء,7.06,1.35
تعجبك,7.06,1.11
سلام,7.06,1.56
معجبة,7.06,0.98
تكسب,7.06,1.33
النجاة,7.06,1.3
الفتيات,7.06,1.35
النور,7.06,1.22
تعجبني,7.06,1.0
جديدة,7.06,1.08
فنون,7.06,1.04
جدتي,7.06,1.38
ثقة,7.06,1.2
نجوت,7.06,1.27
الحلم,7.06,1.11
قلبى,7.06,1.22
الجليل,7.06,1.42
الآمن,7.06,1.24
أبناء,7.06,1.27
معجب,7.06,0.98
حامل,7.06,1.3
الزوج,7.04,1.74
الأعظم,7.04,1.51
طيب,7.04,1.21
الفاكهة,7.04,1.19
عظيما,7.04,1.14
مشهورة,7.04,1.18
أبيض,7.04,1.4
أشكركم,7.04,1.19
القلوب,7.04,0.97
بالأمان,7.04,1.38
قلبي,7.04,1.44
ولدى,7.04,1.55
أموال,7.04,1.52
تمزح,7.02,1.04
نرقص,7.02,1.27
المجد,7.02,1.27
الإبن,7.02,1.38
صاحبي,7.02,0.91
جيد,7.02,0.82
الحديقة,7.02,0.98
الذهبية,7.02,1.22
ذهبية,7.02,1.19
الموهبة,7.02,1.25
ألعب,7.02,1.24
الطيبة,7.02,1.02
يلعب,7.02,1.12
الأشجار,7.02,1.29
صغيري,7.02,1.42
جيده,7.02,0.91
شقيق,7.02,1.29
السلامه,7.02,1.33
آمين,7.02,1.32
الفنون,7.02,1.04
شكرآ,7.02,1.25
جذاب,7.02,1.2
الحياه,7.02,1.52
المسرح,7.0,1.09
العلماء,7.0,1.21
إبن,7.0,1.62
مفاجأة,7.0,1.4
جديده,7.0,1.12
الكعكة,7.0,1.31
جديد,7.0,1.36
الطعام,7.0,1.14
صالح,7.0,1.14
أفضل,7.0,1.09
هدوء,7.0,1.34
العب,7.0,1.21
ملكة,7.0,1.26
أختك,7.0,1.31
العزيز,7.0,1.09
مرحب,7.0,1.03
احترام,7.0,1.21
لعب,7.0,1.29
الاحترام,7.0,1.14
شكرا,7.0,1.03
جيدا,6.98,1.15
محترف,6.98,1.15
كعكة,6.98,1.13
متحمسة,6.98,1.06
لحفلة,6.98,1.12
الجديد,6.98,1.17
الأغنياء,6.98,1.41
السينما,6.98,1.19
عاطفية,6.98,1.02
الرضيع,6.98,1.27
الألوان,6.98,1.25
المياة,6.98,1.38
ياعزيزي,6.98,1.1
صالحة,6.98,1.36
صديقه,6.98,1.12
للرب,6.98,1.42
اموال,6.98,1.5
يعجبك,6.98,0.94
جدك,6.98,1.74
مدهشة,6.96,1.4
اختك,6.96,1.46
أمها,6.96,1.41
مميز,6.96,1.05
صحتك,6.96,1.24
البحر,6.96,1.35
موسيقي,6.96,1.46
البركة,6.96,1.21
الشمس,6.96,1.18
أحلامك,6.96,1.48
مزحة,6.96,1.51
المرأة,6.96,1.31
الدين,6.96,1.54
متزوجة,6.96,1.59
الفتاة,6.96,1.35
اختي,6.96,1.23
الراحة,6.96,1.23
الجديده,6.96,1.18
إنجاز,6.96,1.07
الطبيعة,6.96,1.21
مسرحية,6.94,1.33
مذهلة,6.94,1.02
متحمس,6.94,1.08
حياه,6.94,1.39
صحيحا,6.94,1.19
أعجبك,6.94,1.06
جدى,6.94,1.35
عطلة,6.94,1.66
أرقص,6.94,1.32
ترقص,6.94,1.5
عزيز,6.94,1.2
أخوك,6.94,1.22
تغني,6.94,1.22
حياة,6.94,1.24
والدته,6.94,1.75
مميزة,6.94,1.25
المحترم,6.94,1.35
السيرك,6.94,1.42
النقود,6.94,1.32
الرياضة,6.94,1.33
لأبي,6.94,1.48
جديدا,6.94,1.11
عادلة,6.94,1.22
أمنية,6.94,1.3
الملكة,6.94,1.48
أبن,6.92,1.54
رياضية,6.92,1.1
like,6.92,1.4
الأغنية,6.92,1.08
صح,6.92,1.26
أباك,6.92,1.61
التحية,6.92,1.01
لنلعب,6.92,1.21
اللعبة,6.92,1.16
طبيعية,6.92,1.35
زوجين,6.92,1.55
الرفيق,6.92,1.29
النجوم,6.92,1.07
أبني,6.92,1.51
الجديدة,6.92,1.14
نجمة,6.92,1.12
بركة,6.92,1.38
الاموال,6.92,1.19
بسهولة,6.9,1.17
إبنه,6.9,1.36
نستمتع,6.9,1.22
نور,6.9,1.34
علاوة,6.9,1.31
مشاعر,6.9,1.09
حسنة,6.9,0.97
رقص,6.9,1.64
للعب,6.9,1.22
بالتوفيق,6.9,1.33
أعجبني,6.9,0.99
رياضة,6.9,1.27
شكر,6.9,1.11
نجوم,6.9,1.22
تلعب,6.9,0.93
الحظ,6.9,1.28
حكيم,6.88,1.19
حلمي,6.88,1.14
آمل,6.88,1.14
اشكرك,6.88,1.04
التقدير,6.88,1.19
سهلة,6.88,1.15
الهي,6.88,1.79
للزواج,6.88,1.44
الحرة,6.88,1.55
يتحسن,6.88,1.02
الجد,6.88,1.57
العائلات,6.88,1.21
المياه,6.88,1.41
أتحب,6.88,1.14
موافقة,6.88,1.22
رفيقي,6.88,1.19
بحر,6.88,1.39
أشكر,6.88,1.02
أبيك,6.88,1.78
بحرية,6.88,1.32
بصحة,6.86,1.16
مجانية,6.86,1.2
تتحسن,6.86,0.83
القوه,6.86,1.44
عصير,6.86,1.2
بلادنا,6.86,1.41
نلعب,6.86,1.18
نقود,6.86,1.48
لطف,6.86,0.9
مستقبلك,6.86,1.37
القدس,6.86,1.85
العلم,6.86,1.29
فطائر,6.86,1.16
إلهى,6.86,1.82
لامع,6.86,1.26
لأمك,6.86,1.59
الصباح,6.86,1.26
جدي,6.86,1.44
حياتي,6.86,1.36
يعزف,6.84,1.11
الفتاه,6.84,1.42
أغاني,6.84,1.09
الجيدة,6.84,1.06
فتاتك,6.84,1.35
آنستي,6.84,1.09
القمة,6.84,1.48
القوية,6.84,1.28
مستقبل,6.84,1.11
التطور,6.84,1.27
طيبا,6.84,1.15
شباب,6.84,1.61
زوج,6.84,1.48
حظ,6.84,1.17
ابنته,6.84,1.23
منزلى,6.84,1.5
أمل,6.84,1.33
شقراء,6.84,1.15
حرة,6.84,1.18
المرأه,6.84,1.35
إبنة,6.84,1.66
الرحلة,6.82,1.26
رفاق,6.82,1.19
حظك,6.82,1.22
إله,6.82,1.91
أحلامي,6.82,1.16
إلهي,6.82,1.89
الماء,6.82,1.44
الأبيض,6.82,1.41
النساء,6.82,1.32
التعاون,6.82,1.1
يؤمن,6.82,1.3
ثمين,6.82,1.29
سليمة,6.82,0.92
قلبك,6.82,1.06
الأفلام,6.82,1.55
مرحبآ,6.82,1.19
بيتي,6.82,1.45
تشرفت,6.82,1.06
بسلام,6.8,1.25
كسب,6.8,1.12
كمبيوتر,6.8,1.36
الجلالة,6.8,1.51
اؤمن,6.8,1.37
ابيض,6.8,1.26
الاولاد,6.8,1.41
الصبر,6.8,1.54
للحياة,6.8,1.26
زوجته,6.8,1.32
أنقذت,6.8,1.11
يهتم,6.8,1.16
أحترم,6.8,1.18
الشجرة,6.8,1.16
أمين,6.8,1.21
المفضل,6.8,1.18
روحي,6.8,1.34
الفن,6.8,1.23
علماء,6.8,1.14
للوطن,6.8,1.36
الرفاق,6.8,1.29
التفاح,6.8,1.16
قلب,6.8,1.11
للراحة,6.8,1.4
التكنولوجيا,6.8,1.58
الإعتناء,6.8,1.05
طيران,6.8,1.18
النباتات,6.8,1.18
يثق,6.8,1.34
المشاعر,6.78,1.34
الرعاية,6.78,1.22
العطلة,6.78,1.64
فتيات,6.78,1.18
الحق,6.78,1.36
ماهر,6.78,1.22
فستان,6.78,1.28
الصغار,6.78,1.28
كعك,6.78,1.22
بريئة,6.78,1.27
المفاجأة,6.78,1.5
ألطف,6.78,1.13
حلم,6.78,1.02
حسن,6.78,1.17
الأغاني,6.78,1.45
بتحسن,6.78,0.97
المقدس,6.78,1.28
ياصديقي,6.78,1.36
تؤمن,6.78,1.27
بخير,6.78,1.25
رحلة,6.78,1.34
تحسن,6.78,1.04
بصدق,6.78,1.33
الوطنية,6.76,1.33
طبيعة,6.76,1.32
بيت,6.76,1.33
فنان,6.76,1.53
الشريف,6.76,1.04
صدق,6.76,1.15
الفارس,6.76,1.35
شقتي,6.76,1.27
القوة,6.76,1.29
سباحة,6.76,1.17
تمازحني,6.76,1.46
شريف,6.76,1.3
المسرحية,6.76,1.2
اهلا,6.76,1.15
يعجبني,6.76,1.38
أملك,6.76,1.27
أؤمن,6.76,1.25
شرف,6.76,1.27
جلالة,6.76,1.27
فتاتي,6.76,1.32
يغني,6.76,1.61
البيت,6.76,1.25
للرقص,6.76,1.38
الأمطار,6.76,1.51
نجم,6.76,1.14
أروع,6.76,1.38
البسكويت,6.76,1.1
سهلا,6.74,1.24
عائلته,6.74,1.37
قوية,6.74,1.17
هادئة,6.74,1.07
أهل,6.74,1.43
قوى,6.74,1.14
سهل,6.74,1.01
سكر,6.74,1.37
التاج,6.74,1.21
الوردي,6.74,1.03
ابنة,6.74,1.21
موافق,6.74,1.27
والده,6.74,1.43
مفيد,6.74,1.1
المستقبل,6.74,1.26
تمزحين,6.74,1.21
قوة,6.74,1.1
أفلام,6.74,1.26
فريدة,6.74,1.26
بيتزا,6.74,1.31
رياضي,6.72,1.23
الأسطورة,6.72,1.33
مشهور,6.72,1.21
البساطة,6.72,1.13
أعز,6.72,1.2
الشباب,6.72,1.28
ساره,6.72,1.46
ابنه,6.72,1.4
مغامرة,6.72,1.39
الطيران,6.72,1.28
جدتك,6.72,1.81
السيدات,6.72,1.34
ضوء,6.72,1.01
أشجار,6.72,1.16
التعليم,6.72,1.25
السرير,6.72,1.34
بالحياة,6.72,1.23
أحلم,6.72,1.43
عالمي,6.72,1.31
صواب,6.72,1.14
عزيزي,6.72,1.13
الرقص,6.72,1.55
العفو,6.72,1.14
مشاعري,6.72,1.09
استرخي,6.72,1.18
أثق,6.72,1.07
صديقته,6.72,1.29
الحقيقية,6.72,1.39
يحلو,6.72,1.16
خضراء,6.72,1.16
القلب,6.72,1.31
تمطر,6.72,1.5
مياه,6.72,1.41
حقيقي,6.7,1.07
حلمك,6.7,1.05
الجدة,6.7,1.64
أمنا,6.7,1.37
ياعزيزتي,6.7,1.17
منزلنا,6.7,1.43
النهر,6.7,1.17
ماء,6.7,1.25
الصحيحة,6.7,1.07
سلامة,6.7,1.33
أخت,6.7,1.36
الصواب,6.7,1.13
لعبه,6.7,1.07
أبتاه,6.7,1.49
السهولة,6.7,0.97
الجيد,6.68,1.2
سيدات,6.68,1.25
ترتاح,6.68,1.11
تحية,6.68,1.1
واثقة,6.68,1.13
ابن,6.68,1.39
المعرفة,6.68,1.19
الكعك,6.68,1.22
قلبها,6.68,1.25
بلطف,6.68,1.24
الأضواء,6.68,0.96
الغذاء,6.68,1.1
الرحب,6.68,0.91
فطيرة,6.68,1.1
فتاه,6.68,1.25
القوى,6.68,1.19
السهل,6.68,1.04
طعام,6.68,1.22
انقذت,6.68,1.41
التسوق,6.68,1.5
الأنوار,6.66,1.15
المثيرة,6.66,1.64
انقاذ,6.66,1.17
الذكريات,6.66,1.52
مال,6.66,1.17
رفيق,6.66,0.92
تقدير,6.66,1.3
مثيرة,6.66,1.6
التقدم,6.66,1.1
البيضاء,6.66,1.41
المشاركة,6.66,1.15
الحيوية,6.66,1.17
دولارا,6.66,1.22
أحلام,6.66,1.0
مقدس,6.66,1.59
الرياضية,6.66,1.15
حظا,6.66,1.32
أمن,6.66,1.94
استراحة,6.66,1.12
إستراحة,6.66,1.04
الافلام,6.66,1.14
أختاه,6.66,1.48
هادئين,6.66,1.27
برحلة,6.66,1.32
أحسن,6.66,1.33
المنزل,6.66,1.26
تاج,6.66,1.33
الساحل,6.66,1.33
ذكريات,6.66,1.38
بساطة,6.66,1.24
لعبت,6.66,1.15
الصحيح,6.64,1.43
النوم,6.64,1.17
أمرأة,6.64,1.1
اساعدك,6.64,1.06
لعيد,6.64,1.55
خارق,6.64,1.5
يولد,6.64,1.1
زوجى,6.64,1.54
الإهتمام,6.64,1.17
زعيم,6.64,1.52
بهدوء,6.64,1.12
تحياتى,6.64,1.12
حليب,6.64,1.29
نبيل,6.64,1.27
تعزف,6.64,1.08
الملعب,6.64,1.17
الفستان,6.64,1.35
صباحا,6.64,1.12
إصلاح,6.64,1.47
اقوى,6.64,1.12
ينجو,6.64,1.1
المشهور,6.64,1.12
الكريسماس,6.64,1.9
جيدون,6.64,1.26
سيارتى,6.64,1.22
أطير,6.64,1.29
قوي,6.64,1.05
المطعم,6.64,1.27
بيتك,6.64,1.48
الخضراء,6.64,1.29
صحيح,6.64,1.01
حى,6.62,1.37
فرصة,6.62,1.09
موفق,6.62,1.1
القوي,6.62,0.97
سليم,6.62,1.24
الفرصة,6.62,1.07
إتفقنا,6.62,1.12
مليون,6.62,1.52
السمك,6.62,1.19
المقدسة,6.62,1.41
الضوء,6.62,1.31
أزياء,6.62,1.16
الفرسان,6.62,1.14
حصان,6.62,1.31
الفطائر,6.62,1.37
بطولة,6.62,1.18
فن,6.62,1.12
ببساطة,6.62,1.23
الامن,6.62,1.61
بنت,6.62,1.18
اولاد,6.62,1.26
نهر,6.62,1.31
منزلي,6.62,1.16
العصير,6.62,1.26
الحليب,6.6,1.12
صباح,6.6,1.21
افضل,6.6,0.99
الطبيعية,6.6,1.37
نشاط,6.6,1.16
حق,6.6,1.47
نتمنى,6.6,1.07
الأولى,6.6,1.48
جيدين,6.6,1.37
رقصة,6.6,1.46
البحار,6.6,1.34
دكتورة,6.6,1.31
التجميل,6.6,1.41
الأول,6.6,1.51
تحيات,6.6,1.21
استطعت,6.6,1.11
امن,6.6,1.51
هدف,6.6,1.21
تمام,6.6,1.44
فخامتك,6.6,1.18
أعظم,6.6,1.28
البنت,6.6,1.25
الكتاب,6.6,1.2
أسطورة,6.6,1.14
العالمية,6.6,1.31
الملك,6.6,1.54
تتمنى,6.6,0.9
الكاملة,6.58,1.31
قلبه,6.58,1.16
شجرة,6.58,1.21
مثير,6.58,1.43
طاقة,6.58,1.21
أسهل,6.58,1.05
اتمنى,6.58,1.07
الخبرة,6.58,1.25
امرأة,6.58,1.21
سحري,6.58,1.53
فرصه,6.58,1.03
الكمبيوتر,6.58,1.55
الاهتمام,6.58,1.28
يفلح,6.58,1.07
بحيرة,6.58,1.36
مسرح,6.58,1.46
تحسين,6.58,1.07
باريس,6.58,1.69
تحياتي,6.58,0.99
رسم,6.58,1.14
عيناك,6.58,1.25
مجيد,6.58,1.25
بنات,6.58,1.44
الاعتناء,6.56,0.97
سارة,6.56,1.37
الخيول,6.56,1.28
بيضاء,6.56,1.26
أمه,6.56,1.81
بأفضل,6.56,0.99
واثق,6.56,1.03
سوبرمان,6.56,1.5
النهار,6.56,0.99
بيتنا,6.56,1.43
حياتك,6.56,1.23
أمير,6.56,1.13
