word,happs,stdDev
bonita,7.78,1.18
miamor,7.78,1.59
solidaridad,7.78,1.23
viajar,7.78,1.33
ajajaja,7.78,1.4
simpatía,7.78,1.0
disfrutar,7.78,1.11
bailar,7.76,1.25
pretty,7.76,1.25
juguetes,7.76,1.02
tranquilidad,7.76,1.17
festejos,7.76,1.2
positiva,7.76,1.08
soñar,7.76,1.27
fun,7.76,1.62
sexy,7.76,1.33
guapo,7.76,1.3
jajjajaja,7.76,1.99
mama,7.76,1.46
riqueza,7.76,1.48
viajes,7.74,1.21
universo,7.74,1.17
luna,7.74,1.27
perfecto,7.74,1.61
comida,7.74,1.31
dulces,7.74,1.19
satisfacción,7.74,1.16
películas,7.74,1.21
taco,7.74,1.26
jajajaj,7.74,1.47
libertades,7.74,1.05
piñata,7.74,1.12
volar,7.74,1.17
sabado,7.72,1.09
rock,7.72,1.36
juventud,7.72,1.16
graciaas,7.72,1.16
friend,7.72,1.16
sorpresas,7.72,1.2
valiente,7.72,1.2
reí,7.72,1.34
ajaja,7.72,1.34
gratuitos,7.72,1.16
best,7.72,1.21
premios,7.72,1.05
perfecta,7.72,1.13
armonía,7.72,1.05
premium,7.72,1.14
geniales,7.72,1.31
lindo,7.72,1.07
comedia,7.7,0.99
papás,7.7,1.33
bienvenido,7.7,1.18
lindas,7.7,1.05
alegrias,7.7,1.52
amoo,7.7,1.28
jajaaja,7.7,1.33
positivas,7.7,1.15
poema,7.7,1.13
gloria,7.7,1.27
cena,7.7,1.11
excelencia,7.7,1.61
virtud,7.7,0.99
juegos,7.68,1.02
logro,7.68,1.43
jajajja,7.68,1.28
héroes,7.68,1.3
chiste,7.68,1.17
positivo,7.68,1.38
familias,7.68,1.06
exito,7.68,1.79
hermano,7.68,1.35
premio,7.68,1.45
tacos,7.68,1.42
baile,7.68,1.11
buenisima,7.68,1.3
descansar,7.68,0.91
salud,7.68,1.38
hahahahah,7.68,1.66
aceptado,7.68,1.22
entretenimiento,7.68,1.13
hogar,7.68,1.24
agradecer,7.66,1.14
bonitos,7.66,1.12
pastel,7.66,1.21
entusiasmo,7.66,1.17
fiel,7.66,1.42
sueña,7.66,0.98
funny,7.66,1.15
ideal,7.66,1.1
you♥,7.66,1.67
padres,7.66,1.29
mexicana,7.66,1.24
cantar,7.66,1.24
festejo,7.66,1.27
sol,7.66,1.15
estrellas,7.66,1.21
luz,7.66,1.04
jejejejeje,7.66,1.29
brillante,7.66,1.08
inteligencia,7.64,1.1
canción,7.64,1.16
conciertos,7.64,1.24
disfrutando,7.64,1.32
árbol,7.64,1.29
agua,7.64,1.29
cantando,7.64,1.16
bienestar,7.64,1.26
esperanza,7.64,1.22
amable,7.64,1.17
artes,7.64,1.06
querida,7.64,1.01
jugar,7.64,1.08
hahahahaha,7.64,1.65
barato,7.64,1.03
favorita,7.64,1.03
encantas,7.64,1.19
mujer,7.64,1.27
viaje,7.64,1.16
infancia,7.62,1.23
pasión,7.62,1.23
movie,7.62,1.19
esperanzas,7.62,1.24
welcome,7.62,1.32
jajajaaj,7.62,1.93
admiración,7.62,1.46
rica,7.62,1.09
amigas,7.62,1.44
hermana,7.62,1.18
tequiero,7.62,1.59
aprobada,7.62,1.18
jejejeje,7.62,1.05
extraordinaria,7.62,1.31
amas,7.62,1.5
lealtad,7.62,1.24
increible,7.62,1.18
abundancia,7.62,1.09
festival,7.62,1.18
camita,7.62,1.23
bebé,7.62,1.52
emoción,7.62,1.19
bien,7.62,0.99
perfectos,7.62,1.47
jajajajja,7.62,1.28
imaginar,7.62,1.28
logros,7.6,1.41
adoro,7.6,1.07
verano,7.6,1.4
helado,7.6,1.31
niños,7.6,1.12
soñando,7.6,0.9
jajjaja,7.6,1.55
win,7.6,1.32
cielo,7.6,1.25
jajajjaja,7.6,1.9
jaja,7.6,1.21
tqm,7.6,1.56
fortaleza,7.6,1.12
pareja,7.6,1.18
videojuegos,7.6,1.44
buena,7.6,1.07
artístico,7.58,1.14
amazing,7.58,1.29
nacer,7.58,1.16
loved,7.58,1.55
carnaval,7.58,1.43
feeeliz,7.58,2.12
vivo,7.58,1.31
family,7.58,1.7
ama,7.58,1.5
hahahah,7.58,1.44
vive,7.58,1.26
ternura,7.58,1.4
árboles,7.58,1.05
disfruta,7.58,1.16
yeah,7.58,1.34
navidades,7.58,1.82
earth,7.58,1.33
músicos,7.58,1.23
perrito,7.58,1.16
felicito,7.56,1.03
uvas,7.56,1.11
playing,7.56,1.09
exitos,7.56,1.45
universidades,7.56,1.3
inteligentes,7.56,1.15
thanks,7.56,1.05
aventuras,7.56,1.49
extraordinario,7.56,1.33
éxitos,7.56,1.34
calidad,7.56,1.07
amando,7.56,1.33
amiguita,7.56,1.23
tesoro,7.56,1.2
feeliz,7.56,2.11
verdad,7.56,1.18
hahahha,7.56,1.49
vidaa,7.56,1.8
paisaje,7.56,1.26
chula,7.56,1.31
descansando,7.56,1.3
increíble,7.54,1.31
hahahahahahaha,7.54,1.93
nuevo,7.54,1.27
jajaa,7.54,1.27
sábado,7.54,1.31
celebra,7.54,1.34
awesome,7.54,1.7
lindos,7.54,1.3
latinoamérica,7.54,1.15
ganó,7.54,1.3
bosques,7.54,1.13
lotería,7.54,1.57
viva,7.54,1.37
juego,7.54,1.13
bebés,7.54,1.54
song,7.54,1.34
rico,7.54,1.57
bienvenida,7.54,1.03
encantan,7.54,1.03
latinoamericanos,7.54,1.25
gratuita,7.54,1.15
musical,7.54,1.2
dormir,7.54,1.45
celebrando,7.54,1.31
enjoy,7.54,1.18
parís,7.52,1.66
fantasía,7.52,1.13
sí,7.52,1.36
innovación,7.52,1.01
mascotas,7.52,1.46
dulce,7.52,0.95
life,7.52,1.46
bienvenidos,7.52,0.93
favorito,7.52,1.2
nuevos,7.52,1.27
favorite,7.52,1.42
guapos,7.52,1.45
mujeres,7.52,1.36
próspero,7.52,1.18
sex,7.52,1.5
vivos,7.52,1.37
millon,7.52,1.57
primavera,7.52,1.01
viajero,7.52,1.52
encanta,7.5,1.22
agradable,7.5,1.17
piscina,7.5,1.13
masajes,7.5,1.13
hola,7.5,1.17
gustar,7.5,1.25
baby,7.5,1.47
favoritos,7.5,1.15
dormiré,7.5,1.07
jjajaja,7.5,1.72
impresionante,7.5,1.02
querido,7.5,1.17
respeto,7.5,1.05
suerte,7.5,1.25
sexo,7.5,1.74
plenitud,7.5,1.25
animo,7.5,1.23
hope,7.5,1.45
dream,7.5,1.09
billetes,7.5,1.33
auténtico,7.5,1.09
libremente,7.5,1.13
home,7.5,1.43
brothers,7.5,1.23
woman,7.48,1.4
libres,7.48,1.36
joven,7.48,1.18
leal,7.48,1.33
quererte,7.48,1.22
favoritas,7.48,1.39
champagne,7.48,1.3
relax,7.48,1.23
princesa,7.48,1.3
hijo,7.48,1.34
riquezas,7.48,1.42
héroe,7.48,1.27
domingo,7.48,1.52
alimentos,7.48,1.31
hermanito,7.48,1.4
frutas,7.48,1.07
millón,7.48,1.42
inspiración,7.48,1.09
bellos,7.48,1.27
jjaja,7.46,1.5
hahaha,7.46,1.5
ajajja,7.46,1.62
creative,7.46,1.22
virtudes,7.46,1.45
becas,7.46,1.18
tierna,7.46,1.07
feliiiiz,7.46,2.02
verdadero,7.46,1.11
perfección,7.46,1.78
encantado,7.46,1.05
colores,7.46,1.31
yes,7.46,1.2
sabio,7.46,1.22
milagro,7.46,1.54
ánimo,7.46,1.54
youtube,7.46,1.34
siiii,7.46,1.4
honorable,7.46,1.28
café,7.46,1.23
victoria,7.46,1.28
tierra,7.44,1.23
madres,7.44,1.5
perfectamente,7.44,1.26
mariposas,7.44,1.16
jardines,7.44,1.28
caribe,7.44,1.59
aprender,7.44,1.11
descubrimiento,7.44,1.21
mexicanos,7.44,1.43
energía,7.44,1.05
corazones,7.44,1.26
rosas,7.44,1.28
hermanita,7.44,1.25
chicas,7.44,1.05
tecnología,7.44,1.25
agradecido,7.44,1.01
ofertas,7.44,1.23
ganan,7.44,1.26
sentimientos,7.42,1.25
fidelidad,7.42,1.26
imagina,7.42,1.23
animaciones,7.42,0.95
espectáculo,7.42,1.09
tequila,7.42,1.33
educacion,7.42,1.16
miel,7.42,1.01
encanto,7.42,1.07
queridos,7.42,1.16
vidas,7.42,1.14
tkm,7.42,1.69
restaurantes,7.42,1.21
sweet,7.42,1.28
mundo,7.42,1.44
desayuno,7.42,1.18
imagine,7.42,1.2
ferias,7.42,1.34
celebrado,7.42,1.13
sabios,7.42,1.16
valores,7.42,1.2
jardín,7.4,1.11
disfruté,7.4,1.11
girl,7.4,1.36
excepcional,7.4,1.36
limpieza,7.4,1.36
frutos,7.4,1.16
disfruten,7.4,1.29
jejeje,7.4,1.2
muchisimo,7.4,1.34
descuento,7.4,1.31
diosa,7.4,1.23
artista,7.4,1.09
juega,7.4,1.03
university,7.4,1.23
wii,7.4,1.39
ayudar,7.4,1.25
aprobado,7.4,1.48
agradezco,7.4,1.16
gusta,7.4,1.16
cenando,7.4,1.21
familiar,7.4,1.6
jajjaa,7.38,1.96
dinero,7.38,1.64
vegetación,7.38,1.32
universitarios,7.38,1.28
tecnológica,7.38,1.26
humor,7.38,1.21
ideas,7.38,1.14
conocimiento,7.38,1.12
december,7.38,1.6
súper,7.38,1.09
musicales,7.38,1.31
femenino,7.38,1.31
gana,7.38,1.46
máximo,7.38,1.24
maestría,7.38,1.31
beatles,7.38,1.59
honor,7.38,1.34
familiares,7.38,1.4
matrimonio,7.38,1.41
better,7.38,1.24
señorita,7.38,1.24
boda,7.38,1.78
cenar,7.38,1.05
mejor,7.38,1.16
útil,7.38,1.09
ganas,7.38,1.19
gane,7.38,1.61
restaurante,7.38,1.14
sun,7.38,1.21
angeles,7.38,1.29
bañarme,7.38,1.18
maximo,7.38,1.28
travel,7.38,1.26
health,7.38,1.18
flan,7.38,1.31
bendiciones,7.36,1.69
cultura,7.36,1.22
palomitas,7.36,1.17
ganando,7.36,1.03
eficiente,7.36,1.34
destacados,7.36,1.26
baila,7.36,1.26
aprobación,7.36,1.01
abuelo,7.36,1.56
ecología,7.36,1.17
idea,7.36,1.19
mejores,7.36,1.12
hahahahahaha,7.36,2.09
cancion,7.36,1.32
great,7.36,1.61
saludar,7.36,1.06
flor,7.36,1.05
ideales,7.36,1.03
soñé,7.36,1.03
existir,7.36,1.19
siesta,7.36,1.26
sueldo,7.36,1.22
piano,7.36,1.24
jajaaj,7.36,1.72
prospero,7.36,1.4
autonomía,7.36,1.26
abundantes,7.36,1.17
artística,7.36,1.22
bosque,7.36,1.24
satisfacer,7.34,1.33
amanecer,7.34,1.24
sincero,7.34,1.24
bebe,7.34,1.49
pacífico,7.34,1.21
emociones,7.34,1.21
avanzar,7.34,1.1
alegro,7.34,1.42
latinoamericana,7.34,1.26
cantante,7.34,0.87
niñas,7.34,1.12
metas,7.34,1.22
igualdad,7.34,1.15
bailando,7.34,1.67
corazon,7.34,1.27
desayunando,7.34,0.92
arte,7.34,1.42
libros,7.34,1.24
oportunidad,7.34,1.14
plantas,7.34,1.04
tecnologia,7.34,1.24
enseñanza,7.34,1.06
volando,7.34,1.12
bueno,7.34,1.24
apoyar,7.34,1.1
dibujo,7.34,1.17
games,7.34,1.21
excited,7.34,1.26
photos,7.34,1.27
hogares,7.34,1.27
juegan,7.34,1.14
buenos,7.34,1.19
almorzar,7.32,1.04
unidos,7.32,1.25
brother,7.32,1.19
intensamente,7.32,1.13
dignidad,7.32,1.38
talento,7.32,1.15
dance,7.32,1.46
jugando,7.32,1.17
ajajaj,7.32,1.92
alegra,7.32,1.15
admirable,7.32,1.25
hello,7.32,1.15
hijos,7.32,1.53
Ángel,7.32,1.66
bebes,7.32,1.53
planeta,7.32,1.38
lograr,7.32,1.13
agrada,7.32,1.1
orgullosa,7.32,1.46
desayunar,7.32,0.94
play,7.32,1.1
padre,7.32,1.72
libro,7.32,1.08
duermes,7.32,1.36
hahah,7.32,1.63
ajjaja,7.3,1.33
brindis,7.3,1.34
novio,7.3,1.67
saludos,7.3,1.09
million,7.3,1.42
duerme,7.3,1.36
querer,7.3,1.37
heart,7.3,1.47
fotografías,7.3,1.13
computadora,7.3,1.28
liderazgo,7.3,1.23
poemas,7.3,1.2
wow,7.3,1.53
independencia,7.3,1.15
jiji,7.3,1.61
guitarra,7.3,1.07
nintendo,7.3,1.43
sorprendeme,7.3,1.42
nuevoooo,7.3,1.71
exelente,7.3,2.16
fortalecimiento,7.3,1.23
siiiiii,7.3,1.28
nacimiento,7.3,1.33
simpson,7.3,1.25
oportunidades,7.3,1.15
femenina,7.3,1.3
cuento,7.3,1.27
energia,7.3,1.13
jardin,7.3,1.42
beneficios,7.28,1.14
simpsons,7.28,1.74
eficacia,7.28,1.29
papi,7.28,1.67
girls,7.28,1.47
humanidad,7.28,1.44
labios,7.28,1.16
gol,7.28,1.53
espiritual,7.28,1.58
hermanas,7.28,1.23
danza,7.28,1.25
voluntad,7.28,1.07
expedición,7.28,1.11
ducha,7.28,1.37
nació,7.28,1.23
concert,7.28,1.59
parejas,7.28,1.25
equidad,7.28,1.2
fotografía,7.28,1.18
salvar,7.28,1.09
aceptar,7.28,1.25
graciass,7.28,1.69
bodas,7.28,1.49
manzana,7.28,1.23
atardecer,7.28,1.57
color,7.28,1.2
jijiji,7.28,1.59
show,7.26,1.12
espectáculos,7.26,1.23
aire,7.26,1.08
aniversario,7.26,1.16
like,7.26,1.38
auténtica,7.26,1.1
contigo,7.26,1.08
estrenos,7.26,1.35
art,7.26,1.4
campeonato,7.26,1.26
perfume,7.26,1.35
angel,7.26,1.55
jesucristo,7.26,1.94
siiiii,7.26,1.63
gold,7.26,1.7
super,7.26,1.24
universitario,7.26,1.19
habilidad,7.26,1.1
compartir,7.26,0.99
casa,7.26,1.47
compañero,7.26,1.07
interesantes,7.26,1.16
magia,7.26,1.17
jajajjaa,7.26,2.27
whisky,7.26,1.58
relacion,7.26,1.48
felicidade,7.26,1.69
especial,7.26,1.27
museo,7.26,1.5
gusto,7.26,1.21
holaaaa,7.26,1.58
foto,7.26,1.23
soñe,7.26,1.32
cama,7.24,1.29
progreso,7.24,1.3
crear,7.24,1.24
original,7.24,1.25
profesionales,7.24,1.25
animación,7.24,1.06
ingenio,7.24,1.08
deseo,7.24,1.02
respirar,7.24,1.08
museos,7.24,1.17
humildad,7.24,1.46
fieles,7.24,1.66
universidad,7.24,1.35
together,7.24,1.25
almuerzo,7.24,0.98
1º,7.24,1.53
jóvenes,7.24,1.17
playstation,7.24,1.42
apuesto,7.24,1.29
cute,7.24,1.27
natural,7.24,1.06
sexualidad,7.24,1.02
perro,7.24,1.57
liberación,7.24,1.04
tolerancia,7.24,1.2
aspiraciones,7.24,1.15
pensamientos,7.24,1.38
holaaa,7.24,1.61
poética,7.22,1.25
nueva,7.22,1.07
destacar,7.22,1.22
imaginas,7.22,1.28
dama,7.22,1.13
valorar,7.22,1.11
dólares,7.22,1.49
almohada,7.22,1.23
vinos,7.22,1.18
jejejej,7.22,1.4
adoroo,7.22,1.52
modelos,7.22,1.17
amanece,7.22,1.3
aplauso,7.22,1.0
leer,7.22,1.42
muchísimo,7.22,1.18
hijas,7.22,1.2
jajaj,7.22,1.3
disney,7.22,1.61
conmigo,7.22,1.13
divina,7.22,1.31
facilidad,7.22,1.18
abundante,7.22,1.22
spa,7.22,1.49
descansa,7.2,1.36
culturales,7.2,1.25
tierno,7.2,1.37
méritos,7.2,1.39
feria,7.2,1.39
congrats,7.2,1.26
diciembre,7.2,1.65
aceptación,7.2,1.37
convivencia,7.2,1.28
modernos,7.2,1.32
water,7.2,1.48
true,7.2,1.23
wikipedia,7.2,1.34
correcto,7.2,1.31
ética,7.2,1.18
vanguardia,7.2,1.23
artistas,7.2,1.28
grandes,7.2,1.36
quierooo,7.2,1.83
correctamente,7.2,1.25
durmiendo,7.2,1.31
dios,7.2,1.95
gustas,7.2,1.23
comics,7.2,1.32
adelante,7.2,1.23
aprendizaje,7.2,1.41
coche,7.2,1.46
niña,7.2,1.28
verte,7.2,1.31
apreciar,7.2,1.21
ahorro,7.2,1.4
cool,7.18,1.45
nuevoo,7.18,1.77
inolvidables,7.18,1.24
titulado,7.18,1.48
millones,7.18,1.57
educación,7.18,1.24
pensar,7.18,1.32
jojojo,7.18,1.8
mom,7.18,1.48
payday,7.18,1.88
sentimiento,7.18,1.06
verdadera,7.18,1.12
productivo,7.18,1.49
patrimonio,7.18,1.55
beneficio,7.18,1.12
interesante,7.18,0.92
justicia,7.18,1.56
turística,7.18,1.16
destacado,7.18,1.17
quieroooo,7.18,1.88
océano,7.18,1.52
mejoramiento,7.18,1.19
teatro,7.18,1.26
alcanzar,7.18,1.37
cuentos,7.18,1.17
ascenso,7.18,1.56
divino,7.18,1.66
genio,7.18,1.6
computadoras,7.18,1.06
gustan,7.18,1.1
saber,7.18,1.21
lujo,7.18,1.52
fácil,7.18,1.17
resuelto,7.16,1.42
sorprende,7.16,1.17
caballero,7.16,1.38
viajeros,7.16,1.25
jejej,7.16,1.33
chica,7.16,1.27
gano,7.16,1.35
thank,7.16,1.6
universitaria,7.16,1.27
digno,7.16,1.18
favorable,7.16,1.13
azúcar,7.16,1.23
higiene,7.16,1.49
fauna,7.16,1.2
unido,7.16,1.17
paseo,7.16,1.18
respetar,7.16,1.04
bonos,7.16,1.28
verdaderos,7.16,1.15
comiendo,7.16,1.2
spanish,7.16,1.4
graciias,7.16,1.81
siii,7.16,1.89
invento,7.16,1.45
tú,7.16,1.33
sii,7.16,1.67
sabor,7.16,1.15
jajja,7.14,1.69
fotos,7.14,1.11
quiero,7.14,1.11
existencia,7.14,1.16
canto,7.14,1.2
aprendí,7.14,1.21
union,7.14,1.14
cafe,7.14,1.48
valor,7.14,1.36
profesional,7.14,1.43
paris,7.14,1.65
nice,7.14,1.28
book,7.14,1.36
experiencia,7.14,1.09
fuerte,7.14,1.03
rapidez,7.14,1.16
descubrir,7.14,1.14
actitud,7.14,1.25
buenas,7.14,0.97
juvenil,7.14,1.14
biblioteca,7.14,1.63
queso,7.14,1.16
broma,7.14,1.44
parque,7.14,1.12
mejorar,7.14,1.12
verdaderamente,7.14,1.36
vino,7.12,1.12
deporte,7.12,1.44
posibilidades,7.12,1.06
quieroo,7.12,1.44
haha,7.12,1.53
transparencia,7.12,1.14
dormirme,7.12,1.39
fácilmente,7.12,1.21
comedor,7.12,1.21
suave,7.12,1.12
nieve,7.12,1.41
elegida,7.12,1.08
alma,7.12,1.79
avanzado,7.12,1.17
lago,7.12,1.26
especiales,7.12,1.17
eficiencia,7.12,1.29
conocimientos,7.12,1.32
cualidades,7.12,0.96
goles,7.12,1.61
emocion,7.12,1.36
reflexión,7.12,1.26
intelectuales,7.12,1.42
comprendido,7.12,1.17
vuelo,7.12,1.15
favorites,7.12,1.66
comer,7.12,1.33
piernas,7.12,1.21
humano,7.1,1.2
audi,7.1,1.45
salsa,7.1,1.43
fruto,7.1,1.07
money,7.1,1.59
peces,7.1,1.22
desear,7.1,1.23
emprender,7.1,1.11
experiencias,7.1,1.13
casita,7.1,1.15
comunicación,7.1,1.23
infinito,7.1,1.72
saluda,7.1,1.17
forever,7.1,1.53
prestigio,7.1,1.5
chido,7.1,1.56
fotografia,7.1,1.49
disponible,7.1,1.27
apreciación,7.1,1.17
activo,7.1,0.99
posible,7.1,1.11
alimento,7.1,1.27
seguridad,7.1,1.53
cumplido,7.1,1.02
rei,7.1,1.45
canada,7.1,1.5
joyas,7.1,1.34
elegido,7.1,1.27
hija,7.1,1.4
soy,7.1,1.43
futuro,7.1,1.34
jazz,7.1,1.28
domingos,7.1,1.68
regalar,7.1,1.15
xoxo,7.1,1.33
wishes,7.1,1.34
magos,7.1,1.33
estreno,7.1,1.28
ok,7.1,1.49
pelis,7.1,1.67
live,7.1,1.2
abue,7.08,1.72
afecto,7.08,1.1
líder,7.08,1.5
globo,7.08,1.32
licenciatura,7.08,1.34
promoción,7.08,1.12
sobrino,7.08,1.29
eficaz,7.08,1.05
enseñar,7.08,1.14
juntos,7.08,1.47
unión,7.08,1.28
internacional,7.08,1.29
rola,7.08,1.32
independiente,7.08,1.51
acierto,7.08,1.23
imaginate,7.08,1.28
whatsapp,7.08,1.47
relaciones,7.08,1.32
tour,7.08,1.21
fama,7.08,1.63
game,7.08,1.44
auto,7.08,1.5
meta,7.08,1.21
bieeen,7.08,1.71
esposa,7.08,1.7
brindar,7.08,1.21
autónoma,7.08,1.14
turístico,7.08,1.48
completo,7.08,1.4
moderno,7.08,1.07
literatura,7.08,1.65
realización,7.08,1.12
international,7.08,1.47
escritores,7.08,1.19
bañar,7.08,1.34
unam,7.08,1.52
bless,7.08,1.74
sinceramente,7.08,1.48
young,7.08,1.24
amaneciendo,7.08,1.23
gastronomía,7.08,1.1
propósitos,7.08,1.26
on-line,7.08,1.24
pureza,7.08,1.21
buen,7.08,1.21
carro,7.08,1.35
claridad,7.08,1.14
poético,7.08,1.19
italia,7.06,1.52
ensalada,7.06,1.25
aprendi,7.06,1.32
amé,7.06,2.04
1ro,7.06,1.63
logra,7.06,1.41
promociones,7.06,1.36
parques,7.06,1.46
acapulco,7.06,1.94
nuevas,7.06,1.06
cumple,7.06,1.49
nena,7.06,1.32
wifi,7.06,1.57
maletas,7.06,1.32
soluciones,7.06,1.27
aumento,7.06,1.6
favorables,7.06,1.11
google,7.06,1.43
sensación,7.06,1.27
night,7.06,1.25
alas,7.06,1.28
sister,7.06,1.58
facil,7.06,1.17
realizada,7.06,1.3
god,7.06,1.89
new,7.06,1.41
canta,7.06,1.11
deseas,7.06,1.33
famoso,7.06,1.38
verdaderas,7.06,1.08
crecer,7.06,1.28
mares,7.06,1.2
pasiones,7.06,1.11
funciona,7.06,1.36
couple,7.06,1.38
bendicion,7.06,2.03
correcta,7.06,1.22
ritmo,7.06,1.42
poetas,7.06,1.2
london,7.04,1.48
importante,7.04,1.41
