source,domain,chart,region,country,continent,date,position,title,artist,url,scraped_at,city,track_id,album,popularity,energy,danceability,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
billboard,billboard.com,hot-100,,,,2012-06-02,7,What Makes You Beautiful,One Direction,,2025-11-22T16:35:40.323986+00:00,,,Up All Night,85,0.787,0.726,0.888,124.99,-2.494,0.009,0.0,0.0737,0.0596
billboard,billboard.com,hot-100,,,,2013-06-01,7,Come & Get It,Selena Gomez,,2025-11-22T16:37:35.081974+00:00,,,Almorzando solo,71,0.783,0.552,0.575,79.984,-4.138,0.00887,0.00026,0.0504,0.0954
billboard,billboard.com,hot-100,,,,2015-06-06,7,Want To Want Me,Jason Derulo,,2025-11-22T16:41:24.543250+00:00,,,Running Songs,74,0.643,0.772,0.669,114.031,-6.24,0.0102,0.0,0.063,0.0705
billboard,billboard.com,hot-100,,,,2017-06-03,7,Mask Off,Future,,2025-11-22T16:45:13.029007+00:00,,,FUTURE,81,0.434,0.833,0.281,150.062,-8.795,0.0102,0.0219,0.431,0.165
billboard,billboard.com,hot-100,,,,2020-06-06,7,Don't Start Now,Dua Lipa,,2025-11-22T16:50:54.449032+00:00,,,Future Nostalgia,83,0.793,0.793,0.679,123.95,-4.521,0.0123,0.0,0.083,0.0951
billboard,billboard.com,hot-100,,,,2021-01-02,7,Mood,24kGoldn Featuring iann dior,,2025-11-22T15:12:36.405866+00:00,,,El Dorado,78,0.716,0.701,0.732,91.007,-3.671,0.174,0.0,0.0361,0.324
billboard,billboard.com,hot-100,,,,2024-01-06,7,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,,2025-11-22T14:54:46.536981+00:00,,,Christmas Songs 2022,93,0.332,0.484,0.683,134.999,-10.312,0.787,0.0,0.037,0.373
,turntablecharts.com,TurnTable Top,,,,,7,"Getting Paid Sarz, Asake, Wizkid",Skillibeng,,2025-11-10T14:31:10.192616+00:00,,,,74,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,7,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,,2025-11-22T13:42:37.507466+00:00,,,,76,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,7,""" Smells Like Teen Spirit """,Nirvana,,2025-11-22T13:42:50.133484+00:00,,,Nevermind (Remastered),86,0.912,0.502,0.72,116.761,-4.556,2.55e-05,0.000173,0.0564,0.106
official_site,en.wikipedia.org,List of best-selling singles,,,,,7,""" It's Now or Never """,Elvis Presley,,2025-11-22T13:42:50.133484+00:00,,,Elvis 30 #1 Hits,55,0.491,0.643,0.753,126.399,-9.312,0.642,0.00972,0.0344,0.286
,en.wikipedia.org,List of best-selling singles,,,,,7,""" I Want to Hold Your Hand """,The Beatles,,2025-11-22T13:42:50.133484+00:00,,,,69,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,7,""" Sunflower """,Post Malone and Swae Lee,,2025-11-22T13:42:50.133484+00:00,,,,83,,,,,,,,,
billboard,billboard.com,hot-100,,,,2012-06-02,8,Glad You Came,The Wanted,,2025-11-22T16:35:40.323986+00:00,,,Battleground (Deluxe Edition),77,0.851,0.722,0.452,126.885,-3.873,0.0319,0.0,0.0639,0.108
billboard,billboard.com,hot-100,,,,2013-06-01,8,Radioactive,Imagine Dragons,,2025-11-22T16:37:35.081974+00:00,,,Night Visions,81,0.784,0.448,0.236,136.245,-3.686,0.106,0.000108,0.0627,0.668
billboard,billboard.com,hot-100,,,,2015-06-06,8,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",,2025-11-22T16:41:24.543250+00:00,,,Want to Want Me - 10s Pop,75,0.73,0.596,0.524,85.979,-4.091,0.24,0.0,0.151,0.325
billboard,billboard.com,hot-100,,,,2022-07-02,8,Glimpse Of Us,Joji,,2025-11-22T15:11:28.361775+00:00,,,Glimpse of Us,84,0.317,0.44,0.268,169.914,-9.258,0.891,4.78e-06,0.0531,0.141
,turntablecharts.com,TurnTable Top,,,,,8,ACL,Blaqbonez,,2025-11-10T14:31:10.192616+00:00,,,,64,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,8,No Excuses,Blaqbonez,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,8,I Gotta Feeling,The Black Eyed Peas,,2025-11-22T13:42:37.507466+00:00,,,,83,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,8,""" Thunderstruck """,AC/DC,,2025-11-22T13:42:50.133484+00:00,,,The Razors Edge,87,0.89,0.502,0.259,133.52,-5.175,0.000147,0.0117,0.0364,0.217
,en.wikipedia.org,List of best-selling singles,,,,,8,""" We Are the World """,USA for Africa,,2025-11-22T13:42:50.133484+00:00,,,,71,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,8,""" Time to Say Goodbye """,Andrea Bocelli and Sarah Brightman,,2025-11-22T13:42:50.133484+00:00,,,,39,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,8,""" Closer """,The Chainsmokers featuring Halsey,,2025-11-22T13:42:50.133484+00:00,,,,87,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,8,""" Thrift Shop """,Macklemore and Ryan Lewis featuring Wanz,,2025-11-22T13:42:50.133484+00:00,,,,78,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,8,""" Cruel Summer """,Taylor Swift,,2025-11-22T13:42:50.133484+00:00,,,,87,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,8,Work Of Art,Asake,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2010-06-05,9,Not Afraid,Eminem,,2025-11-22T16:32:19.189507+00:00,,,Recovery,80,0.954,0.855,0.668,114.635,-1.19,0.529,0.0,0.264,0.205
billboard,billboard.com,hot-100,,,,2013-06-01,9,I Love It,Icona Pop Featuring Charli xcx,,2025-11-22T16:37:35.081974+00:00,,,Running Songs,76,0.886,0.731,0.797,125.992,-3.228,0.0281,4.59e-06,0.027,0.226
billboard,billboard.com,hot-100,,,,2016-06-04,9,Pillowtalk,ZAYN,,2025-11-22T16:43:18.797585+00:00,,,Mind Of Mine (Deluxe Edition),82,0.7,0.584,0.438,124.944,-4.275,0.117,0.0,0.0456,0.0939
billboard,billboard.com,hot-100,,,,2018-06-02,9,No Tears Left To Cry,Ariana Grande,,2025-11-22T16:47:08.199945+00:00,,,Sweetener,81,0.713,0.699,0.354,121.993,-5.507,0.04,3.11e-06,0.0594,0.294
billboard,billboard.com,hot-100,,,,2020-06-06,9,Intentions,Justin Bieber Featuring Quavo,,2025-11-22T16:50:54.449032+00:00,,,pov: it's 2020,76,0.554,0.813,0.86,148.011,-6.631,0.315,0.0,0.0544,0.105
billboard,billboard.com,hot-100,,,,2022-07-02,9,Running Up That Hill (A Deal With God),Kate Bush,,2025-11-22T15:11:28.361775+00:00,,,Hounds Of Love,89,0.547,0.629,0.197,108.375,-13.123,0.72,0.00314,0.055,0.0604
,turntablecharts.com,TurnTable Top,,,,,9,INDUSTRY MACHINE,ODUMODUBLVCK,,2025-11-10T14:31:10.192616+00:00,,,,68,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,9,Mr Bee,Rybeena,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,9,Macarena (Bayside Boys Mix),Los del Rio,,2025-11-22T13:42:37.507466+00:00,,,,,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,9,""" Africa """,Toto,,2025-11-22T13:42:50.133484+00:00,,,Toto IV,87,0.373,0.671,0.732,92.718,-18.064,0.257,8.01e-05,0.0323,0.0481
official_site,en.wikipedia.org,List of best-selling singles,,,,,9,""" Y.M.C.A. """,Village People,,2025-11-22T13:42:50.133484+00:00,,,Can't Stop the Music (Original Soundtrack 1980),68,0.696,0.742,0.84,126.432,-7.871,0.19,0.0,0.0735,0.151
,en.wikipedia.org,List of best-selling singles,,,,,9,""" If I Didn't Care """,The Ink Spots,,2025-11-22T13:42:50.133484+00:00,,,,54,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,9,""" 7 Rings """,Ariana Grande,,2025-11-22T13:42:50.133484+00:00,,,,86,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,9,""" Dance Monkey """,Tones and I,,2025-11-22T13:42:50.133484+00:00,,,,74,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,9,"EASY WITH ME DJ Tunez, Wizkid",ODUMODUBLVCK,,2025-12-08T07:53:35.451142+00:00,,,,74,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,9,Fuji Adekunle,Gold,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2013-06-01,10,Get Lucky,Daft Punk Featuring Pharrell Williams,,2025-11-22T16:37:35.081974+00:00,,,Random Access Memories,80,0.793,0.81,0.863,116.05,-9.404,0.0378,1.77e-06,0.0403,0.072
billboard,billboard.com,hot-100,,,,2014-06-07,10,Wiggle,Jason Derulo Featuring Snoop Dogg,,2025-11-22T16:39:29.267559+00:00,,,Pop Station,65,0.621,0.696,0.721,81.944,-6.886,0.0802,0.0,0.248,0.162
billboard,billboard.com,hot-100,,,,2018-06-02,10,Fake Love,BTS,,2025-11-22T16:47:08.199945+00:00,,,Love Yourself 轉 'Tear',77,0.719,0.557,0.345,77.502,-4.515,0.00267,0.0,0.0371,0.306
billboard,billboard.com,hot-100,,,,2019-06-01,10,Sweet But Psycho,Ava Max,,2025-11-22T16:49:02.534815+00:00,,,Heaven & Hell,83,0.706,0.72,0.62,133.002,-4.719,0.0684,0.0,0.0473,0.166
,turntablecharts.com,TurnTable Top,,,,,10,Raindance Dave,Tems,,2025-11-10T14:31:10.192616+00:00,,,,86,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,10,""" Do They Know It's Christmas? """,Band Aid,,2025-11-22T13:42:50.133484+00:00,,,,86,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,10,""" Thriller """,Michael Jackson,,2025-11-22T13:42:50.133484+00:00,,,,78,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,10,""" Lean On """,Major Lazer & DJ Snake featuring MØ,,2025-11-22T13:42:50.133484+00:00,,,,74,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,10,Olamide,Olamide,,2025-12-08T07:53:46.147589+00:00,,,,61,,,,,,,,,
billboard,billboard.com,hot-100,,,,2010-06-05,11,"Hey, Soul Sister",Train,,2025-11-22T16:32:19.189507+00:00,,,"Save Me, San Francisco (Golden Gate Edition)",83,0.886,0.673,0.795,97.012,-4.44,0.185,0.0,0.0431,0.0826
billboard,billboard.com,hot-100,,,,2014-06-07,11,Ain't It Fun,Paramore,,2025-11-22T16:39:29.267559+00:00,,,Alternative Rock Mixtape,78,0.893,0.606,0.671,103.985,-3.681,0.154,4.18e-05,0.0987,0.021
billboard,billboard.com,hot-100,,,,2015-06-06,11,Love Me Like You Do,Ellie Goulding,,2025-11-22T16:41:24.543250+00:00,,,Fifty Shades Freed (Original Motion Picture Soundtrack),79,0.597,0.489,0.324,95.012,-6.633,0.27,0.0,0.0292,0.105
billboard,billboard.com,hot-100,,,,2016-06-04,11,Love Yourself,Justin Bieber,,2025-11-22T16:43:18.797585+00:00,,,Purpose (Deluxe),86,0.378,0.609,0.515,100.418,-9.828,0.835,0.0,0.438,0.28
billboard,billboard.com,hot-100,,,,2017-06-03,11,Say You Won't Let Go,James Arthur,,2025-11-22T16:45:13.029007+00:00,,,Back from the Edge,86,0.557,0.358,0.494,85.043,-7.398,0.695,0.0,0.059,0.0902
billboard,billboard.com,hot-100,,,,2019-06-01,11,Without Me,Halsey,,2025-11-22T16:49:02.534815+00:00,,,Without Me,85,0.488,0.752,0.533,136.041,-7.05,0.297,9.11e-06,0.0705,0.0936
,turntablecharts.com,TurnTable Top,,,,,11,Only God Can Save Me Adekunle Gold,Davido,,2025-11-10T14:31:10.192616+00:00,,,,59,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,11,Physical,Olivia Newton-John,,2025-11-22T13:42:37.507466+00:00,,,,65,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,11,""" Macarena """,Los del Río,,2025-11-22T13:42:50.133484+00:00,,,,68,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,11,""" California Gurls """,Katy Perry featuring Snoop Dogg,,2025-11-22T13:42:50.133484+00:00,,,,73,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,11,""" Calm Down """,Rema and Selena Gomez,,2025-11-22T13:42:50.133484+00:00,,,,80,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,11,Many People Adekunle,Gold,,2025-12-08T07:53:35.451142+00:00,,,,66,,,,,,,,,
billboard,billboard.com,hot-100,,,,2013-06-01,12,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,,2025-11-22T16:37:35.081974+00:00,,,Blurred Lines (Deluxe),79,0.599,0.853,0.843,119.993,-4.756,0.00334,7.93e-06,0.0411,0.0759
billboard,billboard.com,hot-100,,,,2014-06-07,12,Summer,Calvin Harris,,2025-11-22T16:39:29.267559+00:00,,,Motion,82,0.856,0.596,0.743,127.949,-3.556,0.0211,0.0178,0.0346,0.141
billboard,billboard.com,hot-100,,,,2015-06-06,12,"Honey, I'm Good.",Andy Grammer,,2025-11-22T16:41:24.543250+00:00,,,Magazines Or Novels,71,0.802,0.754,0.583,122.026,-6.424,0.0349,0.0,0.0551,0.335
billboard,billboard.com,hot-100,,,,2016-06-04,12,This Is What You Came For,Calvin Harris Featuring Rihanna,,2025-11-22T16:43:18.797585+00:00,,,This Is What You Came For,79,0.927,0.631,0.465,123.962,-2.787,0.199,0.119,0.0332,0.148
billboard,billboard.com,hot-100,,,,2024-01-06,12,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",,2025-11-22T14:54:46.536981+00:00,,,World's Best Christmas Playlist,81,0.21,0.32,0.208,73.196,-15.231,0.92,8.01e-05,0.0345,0.138
,turntablecharts.com,TurnTable Top,,,,,12,Love,Burna Boy,,2025-11-10T14:31:10.192616+00:00,,,,67,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,12,You Light Up My Life,Debby Boone,,2025-11-22T13:42:37.507466+00:00,,,,55,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,12,""" Yes Sir, I Can Boogie """,Baccara,,2025-11-22T13:42:50.133484+00:00,,,The Collection & Tracklisting,65,0.769,0.454,0.491,122.531,-7.653,0.127,3.23e-06,0.0814,0.175
official_site,en.wikipedia.org,List of best-selling singles,,,,,12,""" Livin' on a Prayer """,Bon Jovi,,2025-11-22T13:42:50.133484+00:00,,,Обратно в клас - rock,81,0.89,0.527,0.818,122.494,-3.335,0.0678,0.000162,0.0338,0.222
,en.wikipedia.org,List of best-selling singles,,,,,12,""" Believe """,Cher,,2025-11-22T13:42:50.133484+00:00,,,,80,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,12,""" Thinking Out Loud """,Ed Sheeran,,2025-11-22T13:42:50.133484+00:00,,,,56,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,12,""" Kill Bill """,SZA,,2025-11-22T13:42:50.133484+00:00,,,,83,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,12,AMA Seyi,Vibez,,2025-12-08T07:53:35.451142+00:00,,,,71,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,12,Mr. Money With The Vibe,Asake,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2015-06-06,13,Talking Body,Tove Lo,,2025-11-22T16:41:24.543250+00:00,,,Queen Of The Clouds,71,0.761,0.736,0.114,119.999,-5.449,0.0966,0.0,0.0338,0.0823
billboard,billboard.com,hot-100,,,,2018-06-02,13,Never Be The Same,Camila Cabello,,2025-11-22T16:47:08.199945+00:00,,,Camila,78,0.713,0.637,0.243,129.923,-4.333,0.181,0.000637,0.0747,0.137
billboard,billboard.com,hot-100,,,,2020-06-06,13,The Bones,Maren Morris,,2025-11-22T16:50:54.449032+00:00,,,GIRL,67,0.57,0.612,0.334,77.004,-6.642,0.278,0.0,0.0347,0.0963
,turntablecharts.com,TurnTable Top,,,,,13,BIG TIME ODUMODUBLVCK,Wizkid,,2025-11-10T14:31:10.192616+00:00,,,,72,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,13,""" Kung Fu Fighting """,Carl Douglas,,2025-11-22T13:42:50.133484+00:00,,,Kung Fu Fighter,70,0.764,0.621,0.745,102.288,-8.702,0.146,4.97e-05,0.0578,0.161
,en.wikipedia.org,List of best-selling singles,,,,,13,""" (Everything I Do) I Do It for You """,Bryan Adams,,2025-11-22T13:42:50.133484+00:00,,,,79,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,13,""" Iris """,Goo Goo Dolls,,2025-11-22T13:42:50.133484+00:00,,,,93,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,13,""" Somebody That I Used to Know """,Gotye featuring Kimbra,,2025-11-22T13:42:50.133484+00:00,,,,82,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,13,""" Espresso """,Sabrina Carpenter,,2025-11-22T13:42:50.133484+00:00,,,,85,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,13,With You Davido,Omah Lay,,2025-12-08T07:53:35.451142+00:00,,,,76,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,13,Lungu Boy,Asake,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2010-06-05,14,Bulletproof,La Roux,,2025-11-22T16:32:19.189507+00:00,,,La Roux,71,0.882,0.674,0.682,123.016,-2.771,0.000441,6.47e-05,0.0477,0.068
billboard,billboard.com,hot-100,,,,2013-06-01,14,Heart Attack,Demi Lovato,,2025-11-22T16:37:35.081974+00:00,,,Demi,81,0.785,0.504,0.502,173.968,-4.802,0.0738,0.0,0.104,0.239
billboard,billboard.com,hot-100,,,,2017-06-03,14,Issues,Julia Michaels,,2025-11-22T16:45:13.029007+00:00,,,Concierto en la ducha,74,0.417,0.722,0.451,113.965,-6.825,0.39,0.0,0.0618,0.0612
billboard,billboard.com,hot-100,,,,2020-06-06,14,Roses,Saint Jhn,,2025-11-22T16:50:54.449032+00:00,,,Collection One,75,0.5,0.782,0.28,102.008,-6.473,0.342,1.88e-05,0.0611,0.133
billboard,billboard.com,hot-100,,,,2021-01-02,14,Positions,Ariana Grande,,2025-11-22T15:12:36.405866+00:00,,,Positions,80,0.802,0.737,0.682,144.015,-4.771,0.468,0.0,0.0878,0.0931
,turntablecharts.com,TurnTable Top,,,,,14,Adunni Rybeena,Joeboy,,2025-11-10T14:31:10.192616+00:00,,,,59,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,14,Uzama The 3rd,EP Famous PLuto,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,14,""" Rock Your Baby """,George McCrae,,2025-11-22T13:42:50.133484+00:00,,,The Singles 1974 - 76,63,0.906,0.594,0.892,104.411,-5.536,0.169,0.00122,0.0594,0.0778
,en.wikipedia.org,List of best-selling singles,,,,,14,""" You're the One That I Want """,John Travolta and Olivia Newton-John,,2025-11-22T13:42:50.133484+00:00,,,,79,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,14,""" I Wanna Dance with Somebody (Who Loves Me) """,Whitney Houston,,2025-11-22T13:42:50.133484+00:00,,,,83,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,14,""" Die for You """,The Weeknd and Ariana Grande,,2025-11-22T13:42:50.133484+00:00,,,,87,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,14,Muhammad Ali (Can't Relate),Ruger,,2025-12-08T07:53:35.451142+00:00,,,,68,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,14,Protect Sarz At All Cost,Sarz,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,14,""" I Will Survive """,Gloria Gaynor,,2025-12-08T08:00:18.670801+00:00,,,,77,,,,,,,,,
billboard,billboard.com,hot-100,,,,2013-06-01,15,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,2025-11-22T16:37:35.081974+00:00,,,Halloween 2022,78,0.924,0.557,0.566,151.988,-4.341,0.0271,3.32e-06,0.064,0.537
billboard,billboard.com,hot-100,,,,2014-06-07,15,Rude,MAGIC!,,2025-11-22T16:39:29.267559+00:00,,,Don't Kill the Magic,85,0.758,0.773,0.925,144.033,-4.993,0.0422,0.0,0.0381,0.305
billboard,billboard.com,hot-100,,,,2019-06-01,15,Nightmare,Halsey,,2025-11-22T16:49:02.534815+00:00,,,Nightmare,66,0.622,0.611,0.538,146.11,-5.075,0.0188,0.0,0.0734,0.359
billboard,billboard.com,hot-100,,,,2022-01-01,15,Heat Waves,Glass Animals,,2025-11-22T15:10:20.303946+00:00,,,Heat Waves,86,0.525,0.761,0.531,80.87,-6.9,0.44,6.7e-06,0.0944,0.0921
,turntablecharts.com,TurnTable Top,,,,,15,Hot Body Ayra,Starr,,2025-11-10T14:31:10.192616+00:00,,,,73,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,15,We Belong Together,Mariah Carey,,2025-11-22T13:42:37.507466+00:00,,,,78,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,15,""" Back in Black """,AC/DC,,2025-11-22T13:42:50.133484+00:00,,,Back In Black,85,0.7,0.31,0.763,188.386,-5.678,0.011,0.00965,0.047,0.0828
official_site,en.wikipedia.org,List of best-selling singles,,,,,15,""" Butter """,BTS,,2025-11-22T13:42:50.133484+00:00,,,Proof,74,0.459,0.759,0.695,109.997,-5.187,0.00323,0.0,0.0948,0.0788
,en.wikipedia.org,List of best-selling singles,,,,,15,""" Paper Doll """,Mills Brothers,,2025-11-22T13:42:50.133484+00:00,,,,46,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,15,PRESSURE Seyi Vibez,French Montana,,2025-12-08T07:53:35.451142+00:00,,,,64,,,,,,,,,
billboard,billboard.com,hot-100,,,,2017-06-03,16,Body Like A Back Road,Sam Hunt,,2025-11-22T16:45:13.029007+00:00,,,Tailgate Country,66,0.458,0.732,0.661,98.942,-7.225,0.447,0.0,0.0311,0.136
billboard,billboard.com,hot-100,,,,2018-06-02,16,Be Careful,Cardi B,,2025-11-22T16:47:08.199945+00:00,,,On Chill - Rap & RnB,69,0.561,0.835,0.499,152.152,-8.248,0.0264,0.0,0.4,0.095
billboard,billboard.com,hot-100,,,,2019-06-01,16,If I Can't Have You,Shawn Mendes,,2025-11-22T16:49:02.534815+00:00,,,pov: it's 2019,74,0.809,0.69,0.864,123.912,-4.198,0.524,0.0,0.0603,0.147
,turntablecharts.com,TurnTable Top,,,,,16,HIM Shallipopi,Gunna,,2025-11-10T14:31:10.192616+00:00,,,,70,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,16,Un-Break My Heart,Toni Braxton,,2025-11-22T13:42:37.507466+00:00,,,,77,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,16,""" Love Story """,Taylor Swift,,2025-11-22T13:42:50.133484+00:00,,,Fearless (Big Machine Radio Release Special),77,0.741,0.617,0.306,118.984,-3.97,0.131,0.0,0.0311,0.0772
,en.wikipedia.org,List of best-selling singles,,,,,16,""" The Last Farewell """,Roger Whittaker,,2025-11-22T13:42:50.133484+00:00,,,,48,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,16,""" Beat It """,Michael Jackson,,2025-11-22T13:42:50.133484+00:00,,,,83,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,16,HOW ARE YOU Seyi,Vibez,,2025-12-08T07:53:35.451142+00:00,,,,68,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,16,The Last Wun,Gunna,,2025-12-08T07:53:46.147589+00:00,,,,61,,,,,,,,,
billboard,billboard.com,hot-100,,,,2015-06-06,17,Worth It,Fifth Harmony Featuring Kid Ink,,2025-11-22T16:41:24.543250+00:00,,,Worth It,78,0.78,0.858,0.602,99.984,-3.739,0.0478,5.72e-05,0.0738,0.133
billboard,billboard.com,hot-100,,,,2022-07-02,17,Wasted On You,Morgan Wallen,,2025-11-22T15:11:28.361775+00:00,,,Dangerous: The Double Album,77,0.657,0.505,0.252,196.0,-5.24,0.373,0.00107,0.0318,0.126
billboard,billboard.com,hot-100,,,,2024-01-06,17,Deck The Halls,Nat King Cole,,2025-11-22T14:54:46.536981+00:00,,,Rock Christmas 2022 - The Very Best Of,85,0.393,0.635,0.97,107.172,-10.889,0.652,0.0,0.0394,0.0845
,turntablecharts.com,TurnTable Top 100 Album,,,,,17,IRON BOY Black,Sherif,,2025-11-10T14:31:15.113015+00:00,,,,52,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,17,Yeah!,Usher Featuring Lil Jon & Ludacris,,2025-11-22T13:42:37.507466+00:00,,,,86,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,17,""" Drivers License """,Olivia Rodrigo,,2025-11-22T13:42:50.133484+00:00,,,SOUR,86,0.431,0.561,0.137,143.875,-8.81,0.768,1.42e-05,0.0578,0.106
official_site,en.wikipedia.org,List of best-selling singles,,,,,17,""" Fernando """,ABBA,,2025-11-22T13:42:50.133484+00:00,,,Arrival,78,0.535,0.354,0.434,110.821,-8.876,0.627,2.9e-06,0.0303,0.0808
,en.wikipedia.org,List of best-selling singles,,,,,17,""" We Will Rock You """,Queen,,2025-11-22T13:42:50.133484+00:00,,,,78,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,17,""" Firework """,Katy Perry,,2025-11-22T13:42:50.133484+00:00,,,,74,,,,,,,,,
billboard,billboard.com,hot-100,,,,2014-06-07,18,Play It Again,Luke Bryan,,2025-11-22T16:39:29.267559+00:00,,,Crash My Party,75,0.886,0.506,0.595,143.935,-3.225,0.0916,0.0,0.0655,0.0734
billboard,billboard.com,hot-100,,,,2018-06-02,18,Mine,Bazzi,,2025-11-22T16:47:08.199945+00:00,,,COSMIC,72,0.789,0.71,0.717,142.929,-3.874,0.0161,2.77e-06,0.0722,0.451
billboard,billboard.com,hot-100,,,,2022-07-02,18,The Kind Of Love We Make,Luke Combs,,2025-11-22T15:11:28.361775+00:00,,,The Kind of Love We Make,76,0.745,0.608,0.464,102.025,-4.13,0.0226,6.47e-06,0.0277,0.0942
billboard,billboard.com,hot-100,,,,2024-01-06,18,Blue Christmas,Elvis Presley,,2025-11-22T14:54:46.536981+00:00,,,Santa Claus Is Coming To Town,87,0.475,0.506,0.596,94.494,-7.552,0.83,0.00411,0.0324,0.124
,turntablecharts.com,TurnTable Top,,,,,18,Despacito Blaqbonez,FOLA,,2025-11-10T14:31:10.192616+00:00,,,,64,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,18,Bette Davis Eyes,Kim Carnes,,2025-11-22T13:42:37.507466+00:00,,,,80,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,18,""" Someone Like You """,Adele,,2025-11-22T13:42:50.133484+00:00,,,21,82,0.319,0.556,0.294,135.187,-8.251,0.893,0.0,0.0281,0.0996
