source,domain,chart,region,date,position,title,artist,url,scraped_at
billboard,billboard.com,hot-100,,2025-11-08,54,Jealous Type,Doja Cat,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,55,wgft,Gunna Featuring Burna Boy,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,56,Safe,Cardi B Featuring Kehlani,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,57,Darlin',Chase Matthew,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,58,Sugar On My Tongue,"Tyler, the Creator",,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,59,12 To 12,sombr,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,60,House Again,Hudson Westbrook,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,61,The Dead Dance,Lady Gaga,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,62,When Did You Get Hot?,Sabrina Carpenter,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,63,Nice To Meet You,Myles Smith,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,64,Beautiful Things,Megan Moroney,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,65,Last One To Know,Gavin Adcock,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,66,I'm Not There For You,jessie murph,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,67,Better Me For You (Brown Eyes),Max McNown,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,68,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,69,Heart Of Stone,Jelly Roll,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,70,Where Is My Husband!,RAYE,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,71,Take Me Thru Dere,"Metro Boomin, Quavo, Breskii & YK NIECE",,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,72,Strategy,Twice,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,73,The Fall,Cody Johnson,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,74,Sparks,Coldplay,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,75,What Kinda Man,Parker McCollum,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,76,Went Legit,G Herbo,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,77,20 Cigarettes,Morgan Wallen,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,78,What You Is,YoungBoy Never Broke Again & Mellow Rackz,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,79,Camera,Ed Sheeran,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,80,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,81,Nobody's Son,Sabrina Carpenter,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,82,Bar None,Jordan Davis,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,83,Sienna,The Marias,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,84,Wish,Diplo Featuring Trippie Redd,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,85,Pixelated Kisses,Joji,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,86,Amen,Shaboozey & Jelly Roll,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,87,A Couple Minutes,Olivia Dean,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,88,How Far Does A Goodbye Go,Jason Aldean,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,89,Heavens To Betsy,Jackson Dean,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,90,Breakin' Dishes,Rihanna,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,91,Maui Wowie,Kid Cudi,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,92,"3,2,1",Tucker Wetmore,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,93,ErrTime,Cardi B,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,94,Nice To Each Other,Olivia Dean,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,95,The Subway,Chappell Roan,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,96,Amor,Emmanuell Cortes,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,97,Let Down,Radiohead,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,98,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,99,Outside,Cardi B,,2025-11-10T11:27:47.429636+00:00
billboard,billboard.com,hot-100,,2025-11-08,100,Favorite Country Song,HARDY,,2025-11-10T11:27:47.429636+00:00
,,,,,,,,,
official_site,recordreport.com.ve,Record Report,,,1,"""REGRESA AL NIDO""
PROYECTO UNO
HAF",,,2025-11-10T14:37:33.787329+00:00
official_site,recordreport.com.ve,Record Report,,,2,"""PLAYITA""
ELIO LEIROS Y JERRY DI
OTROS",,,2025-11-10T14:37:33.787329+00:00
official_site,recordreport.com.ve,Record Report,,,3,"""BRUTOS""
FARRUKO, POTRO ALVAREZ, JESSI
CARBON",,,2025-11-10T14:37:33.787329+00:00
official_site,recordreport.com.ve,Record Report,,,4,"""DANDO INSTRUCCIONES""
JESSI URIBE, JEAN C. CENTENO
BOHEMI",,,2025-11-10T14:37:33.787329+00:00
official_site,recordreport.com.ve,Record Report,,,5,"""QUE ME QUIERA MA""
MARC ANTHONY, WISIN
SONY",,,2025-11-10T14:37:33.787329+00:00
official_site,turntablecharts.com,TurnTable Top,,,1,FUN Rema,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,2,Who's Dat Girl Ayra Starr & Rema,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,3,Shakabulizzy (Remix) Mavo & Davido,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,4,Body (danz) CKay ft. Mavo,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,5,"MONEY CONSTANT DJ Maphorisa, DJ Tunez, Wizkid & Mavo",,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,6,you FOLA,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,7,"Getting Paid Sarz, Asake, Wizkid & Skillibeng",,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,8,ACL Blaqbonez,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,9,INDUSTRY MACHINE ODUMODUBLVCK,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,10,Raindance Dave & Tems,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,11,Only God Can Save Me Adekunle Gold & Davido,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,12,Love Burna Boy,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,13,BIG TIME ODUMODUBLVCK & Wizkid,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,14,Adunni Rybeena & Joeboy,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,15,Hot Body Ayra Starr,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,16,HIM Shallipopi ft. Gunna,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,17,Many People Adekunle Gold,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,18,Despacito Blaqbonez ft. FOLA,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,19,"One Condition DJ Tunez, Wizkid & FOLA",,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,20,Demons Zlatan ft. Qing Madi,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,21,"Isaka II (6am) Ciza, Tems & Omah Lay ft. Thukuthela, Ja...",,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,22,Dangbana Riddim Bella Shmurda & FOLA,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,23,eko FOLA,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,24,Spaghetti Rybeena,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,25,On a Kentro Fireboy DML & Pheelz ft. L.A.X,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,26,lost FOLA & Kizz Daniel,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,27,"99 Olamide, Seyi Vibez, Asake & Young Jonn ...",,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,28,"Ewo Famous PLuto, Shallipopi & Zerrydl",,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,29,HOW ARE YOU Seyi Vibez,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,30,With You Davido ft. Omah Lay,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,31,Very Soon BNXN & FOLA,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,32,CELINE DION Zinoleesky,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,33,caricature FOLA,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,34,History Dave & James Blake,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,35,BADMAN GANGSTA Asake & Tiakola,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,36,"GROOVING ODUMODUBLVCK, Davido & Seun Kuti",,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,37,Bounce Bella Shmurda & Seyi Vibez,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,38,Sawa Lojay & Victony,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,39,"ABANGANI DJ Maphorisa, DJ Tunez & Wizkid",,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,40,Appraisal Bella Shmurda,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,41,Skido Victony & Olamide,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,42,Laho II Shallipopi & Burna Boy,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,43,Ring Joeboy & Shoday,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,44,Dem Dey Burna Boy,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,45,healer FOLA,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,46,who does that? FOLA ft. Bella Shmurda,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,47,PAWON 1da Banton,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,48,"Billionaires Club Olamide, Wizkid & Darkoo",,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,49,golibe FOLA & Victony,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top,,,50,Body Go Moliy & Tyla,,,2025-11-10T14:31:10.192616+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,1,FUN Rema,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,2,Who's Dat Girl Ayra Starr & Rema,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,3,Shakabulizzy (Remix) Mavo & Davido,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,4,Body (danz) CKay ft. Mavo,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,5,"MONEY CONSTANT DJ Maphorisa, DJ Tunez, Wizkid & Mavo",,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,6,you FOLA,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,7,"Getting Paid Sarz, Asake, Wizkid & Skillibeng",,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,8,ACL Blaqbonez,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,9,INDUSTRY MACHINE ODUMODUBLVCK,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,10,Raindance Dave & Tems,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,11,Only God Can Save Me Adekunle Gold & Davido,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,12,Love Burna Boy,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,13,BIG TIME ODUMODUBLVCK & Wizkid,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,14,Adunni Rybeena & Joeboy,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,15,Hot Body Ayra Starr,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,16,HIM Shallipopi ft. Gunna,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,17,Many People Adekunle Gold,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,18,Despacito Blaqbonez ft. FOLA,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,19,"One Condition DJ Tunez, Wizkid & FOLA",,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,20,Demons Zlatan ft. Qing Madi,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,21,"Isaka II (6am) Ciza, Tems & Omah Lay ft. Thukuthela, Ja...",,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,22,Dangbana Riddim Bella Shmurda & FOLA,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,23,eko FOLA,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,24,Spaghetti Rybeena,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,25,On a Kentro Fireboy DML & Pheelz ft. L.A.X,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,26,lost FOLA & Kizz Daniel,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,27,"99 Olamide, Seyi Vibez, Asake & Young Jonn ...",,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,28,"Ewo Famous PLuto, Shallipopi & Zerrydl",,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,29,HOW ARE YOU Seyi Vibez,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,30,With You Davido ft. Omah Lay,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,31,Very Soon BNXN & FOLA,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,32,CELINE DION Zinoleesky,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,33,caricature FOLA,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,34,History Dave & James Blake,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,35,BADMAN GANGSTA Asake & Tiakola,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,36,"GROOVING ODUMODUBLVCK, Davido & Seun Kuti",,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,37,Bounce Bella Shmurda & Seyi Vibez,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,38,Sawa Lojay & Victony,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,39,"ABANGANI DJ Maphorisa, DJ Tunez & Wizkid",,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,40,Appraisal Bella Shmurda,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,41,Skido Victony & Olamide,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,42,Laho II Shallipopi & Burna Boy,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,43,Ring Joeboy & Shoday,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,44,Dem Dey Burna Boy,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,45,healer FOLA,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,46,who does that? FOLA ft. Bella Shmurda,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,47,PAWON 1da Banton,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,48,"Billionaires Club Olamide, Wizkid & Darkoo",,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,49,golibe FOLA & Victony,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top  100 chart,,,50,Body Go Moliy & Tyla,,,2025-11-10T14:31:12.665866+00:00
official_site,turntablecharts.com,TurnTable Top 100 Album,,,1,catharsis FOLA,,,2025-11-10T14:31:15.113015+00:00
official_site,turntablecharts.com,TurnTable Top 100 Album,,,2,The Boy Who Played The Harp Dave,,,2025-11-10T14:31:15.113015+00:00
official_site,turntablecharts.com,TurnTable Top 100 Album,,,3,INDUSTRY MACHINE,,,2025-11-10T14:31:15.113015+00:00
official_site,turntablecharts.com,TurnTable Top 100 Album,,,4,Sanity Bella Shmurda,,,2025-11-10T14:31:15.113015+00:00
