source,domain,chart,region,date,position,title,artist,url,scraped_at
billboard,billboard.com,hot-100,,2022-07-02,19,Stay,The Kid LAROI & Justin Bieber,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,20,Calling My Name,Drake,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,21,A Keeper,Drake,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,22,I Like You (A Happier Song),Post Malone Featuring Doja Cat,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,23,Currents,Drake,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,24,Late Night Talking,Harry Styles,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,25,Boyfriend,Dove Cameron,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,26,Ghost,Justin Bieber,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,27,Numb Little Bug,Em Beihold,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,28,Flight's Booked,Drake,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,29,Bad Habits,Ed Sheeran,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,30,Enemy,Imagine Dragons X JID,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,31,Get Into It (Yuh),Doja Cat,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,32,Moscow Mule,Bad Bunny,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,33,Sunroof,Nicky Youre & dazy,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,34,Woman,Doja Cat,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,35,Cold Heart (PNAU Remix),Elton John & Dua Lipa,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,36,Bam Bam,Camila Cabello Featuring Ed Sheeran,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,37,Thats What I Want,Lil Nas X,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,38,Super Gremlin,Kodak Black,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,39,Shivers,Ed Sheeran,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,40,Provenza,Karol G,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,41,You Proof,Morgan Wallen,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,42,Overdrive,Drake,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,43,Take My Name,Parmalee,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,44,Sweetest Pie,Megan Thee Stallion & Dua Lipa,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,45,Efecto,Bad Bunny,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,46,Like I Love Country Music,Kane Brown,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,47,Liability,Drake,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,48,AA,Walker Hayes,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,49,Thousand Miles,The Kid LAROI,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,50,Something In The Orange,Zach Bryan,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,51,Party,Bad Bunny & Rauw Alejandro,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,52,U-Digg,"Lil Baby, 42 Dugg & Veeze",,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,53,Despues de La Playa,Bad Bunny,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,54,Trouble With A Heartbreak,Jason Aldean,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,55,Cooped Up,Post Malone Featuring Roddy Ricch,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,56,2step,Ed Sheeran Featuring Lil Baby,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,57,Ojitos Lindos,Bad Bunny & Bomba Estereo,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,58,Puffin On Zootiez,Future,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,59,Damn Strait,Scotty McCreery,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,60,Fall In Love,Bailey Zimmerman,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,61,Hold My Hand,Lady Gaga,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,62,Down Hill,Drake,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,63,In A Minute,Lil Baby,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,64,MAMIII,Becky G X Karol G,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,65,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,66,Tie That Binds,Drake,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,67,Vegas,Doja Cat,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,68,Yet To Come,BTS,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,69,When You're Gone,Shawn Mendes,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,70,What Happened To Virgil,Lil Durk Featuring Gunna,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,71,Silent Hill,Kendrick Lamar & Kodak Black,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,72,Rock And A Hard Place,Bailey Zimmerman,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,73,Cash In Cash Out,"Pharrell Williams Featuring 21 Savage & Tyler, the Creator",,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,74,To The Moon!,JNR CHOI & Sam Tompkins,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,75,Tarot,Bad Bunny & Jhay Cortez,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,76,She Had Me At Heads Carolina,Cole Swindell,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,77,She Likes It,Russell Dickerson & Jake Scott,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,78,I Ain't Worried,OneRepublic,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,79,Flower Shops,ERNEST Featuring Morgan Wallen,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,80,Ghost Story,Carrie Underwood,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,81,Te Felicito,Shakira & Rauw Alejandro,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,82,Hotel Lobby (Unc And Phew),Quavo & TakeOff,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,83,Music For A Sushi Restaurant,Harry Styles,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,84,Un Ratito,Bad Bunny,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,85,Last Night Lonely,Jon Pardi,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,86,Thought You Should Know,Morgan Wallen,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,87,So Good,Halsey,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,88,5 Foot 9,Tyler Hubbard,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,89,Wild As Her,Corey Kent,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,90,Right On,Lil Baby,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,91,Circles Around This Town,Maren Morris,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,92,Tomorrow Me,Luke Combs,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,93,7500 OBO,Tim McGraw,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,94,Die Young,Sleepy Hallow Featuring 347aidan,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,95,F.N.F. (Let's Go),Hitkidd & Glorilla,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,96,N95,Kendrick Lamar,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,97,Love Me More,Sam Smith,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,98,New Truck,Dylan Scott,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,99,She's All I Wanna Be,Tate McRae,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2022-07-02,100,Desesperados,Rauw Alejandro & Chencho Corleone,,2025-11-22T15:11:28.361775+00:00
billboard,billboard.com,hot-100,,2021-01-02,1,All I Want For Christmas Is You,Mariah Carey,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,2,Rockin' Around The Christmas Tree,Brenda Lee,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,3,Jingle Bell Rock,Bobby Helms,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,4,A Holly Jolly Christmas,Burl Ives,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,5,It's The Most Wonderful Time Of The Year,Andy Williams,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,6,Feliz Navidad,Jose Feliciano,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,7,Mood,24kGoldn Featuring iann dior,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,8,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,9,Last Christmas,Wham!,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,10,Run Rudolph Run,Chuck Berry,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,11,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,12,Underneath The Tree,Kelly Clarkson,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,13,Sleigh Ride,The Ronettes,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,14,Positions,Ariana Grande,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,15,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,16,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,17,Santa Tell Me,Ariana Grande,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,18,Happy Holiday / The Holiday Season,Andy Williams,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,19,Christmas (Baby Please Come Home),Darlene Love,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,20,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,21,Holy,Justin Bieber Featuring Chance the Rapper,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,22,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,23,It's Beginning To Look A Lot Like Christmas,Michael Buble,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,24,Go Crazy,Chris Brown & Young Thug,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,25,Laugh Now Cry Later,Drake Featuring Lil Durk,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,26,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,27,Levitating,Dua Lipa,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,28,Wonderful Christmastime,Paul McCartney,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,29,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,30,I Hope,Gabby Barrett Featuring Charlie Puth,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,31,Lemonade,Internet Money & Gunna Featuring Don Toliver & Nav,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,32,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,33,Blue Christmas,Elvis Presley,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,34,Dakiti,Bad Bunny & Jhay Cortez,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,35,Body,Megan Thee Stallion,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,36,Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,37,Bang!,AJR,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,38,Willow,Taylor Swift,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,39,This Christmas,Donny Hathaway,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,40,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,41,Kings & Queens,Ava Max,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,42,Therefore I Am,Billie Eilish,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,43,Deck The Halls,Nat King Cole,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,44,Dynamite,BTS,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,45,Please Come Home For Christmas,Eagles,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,46,Santa Claus Is Comin' To Town,Jackson 5,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,47,Little Saint Nick,The Beach Boys,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,48,Take Me Home For Christmas,Dan + Shay,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,49,Have Yourself A Merry Little Christmas,Michael Buble,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,50,I'll Be Home For Christmas,Bing Crosby With John Scott Trotter And His Orchestra,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,51,What You Know Bout Love,Pop Smoke,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,52,Whoopty,CJ,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,53,Lonely,Justin Bieber & Benny Blanco,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,54,Hallelujah,Carrie Underwood & John Legend,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,55,WAP,Cardi B Featuring Megan Thee Stallion,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,56,Holiday,Lil Nas X,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,57,Better Together,Luke Combs,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,58,On Me,Lil Baby,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,59,Afterglow,Ed Sheeran,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,60,Gnat,Eminem,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,61,Rockin' Around The Christmas Tree,Justin Bieber,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,62,Favorite Time Of Year,Carrie Underwood,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,63,Hawai,Maluma & The Weeknd,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,64,Monster,Shawn Mendes & Justin Bieber,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,65,Diamonds,Sam Smith,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,66,Starting Over,Chris Stapleton,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,67,Cry Baby,Megan Thee Stallion Featuring DaBaby,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,68,You Broke Me First.,Tate McRae,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,69,My Ex's Best Friend,Machine Gun Kelly X Blackbear,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,70,Without You,The Kid LAROI,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,71,"Big, Big Plans",Chris Lane,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,72,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,73,Forever After All,Luke Combs,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,74,Throat Baby (Go Baby),BRS Kash,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,75,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,76,Tyler Herro,Jack Harlow,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,77,Champagne Problems,Taylor Swift,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,78,The First Noel,Gabby Barrett,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,79,Love You Like I Used To,Russell Dickerson,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,80,Champagne Night,Lady A,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,81,Prisoner,Miley Cyrus Featuring Dua Lipa,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,82,Good Time,Niko Moon,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,83,7 Summers,Morgan Wallen,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,84,Adderall (Corvette Corvette),Popp Hunna,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,85,You're Mines Still,Yung Bleu Featuring Drake,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,86,Tequila Shots,Kid Cudi,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,87,Back To The Streets,Saweetie Featuring Jhene Aiko,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,88,Bichota,Karol G,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,89,Way Out,Jack Harlow Featuring Big Sean,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,90,Hit Different,SZA Featuring Ty Dolla $ign,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,91,'Tis The Damn Season,Taylor Swift,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,92,Damage,H.E.R.,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,93,Backdoor,Lil Durk,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,94,Silent Night,Carrie Underwood,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,95,Golden,Harry Styles,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,96,Hole In The Bottle,Kelsea Ballerini,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,97,"No Body, No Crime",Taylor Swift Featuring Haim,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,98,Moonwalking In Calabasas,DDG,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,99,Took Her To The O,King Von,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2021-01-02,100,Put Your Records On,Ritt Momney,,2025-11-22T15:12:36.405866+00:00
billboard,billboard.com,hot-100,,2010-06-05,1,OMG,Usher Featuring will.i.am,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,2,Airplanes,B.o.B Featuring Hayley Williams,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,3,California Gurls,Katy Perry Featuring Snoop Dogg,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,4,Break Your Heart,Taio Cruz Featuring Ludacris,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,5,Nothin' On You,B.o.B Featuring Bruno Mars,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,6,Alejandro,Lady Gaga,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,7,Your Love Is My Drug,Ke$ha,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,8,Can't Be Tamed,Miley Cyrus,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,9,Not Afraid,Eminem,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,10,Rude Boy,Rihanna,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,11,"Hey, Soul Sister",Train,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,12,Young Forever,Jay-Z + Mr. Hudson,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,13,Need You Now,Lady Antebellum,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,14,Bulletproof,La Roux,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,15,In My Head,Jason Derulo,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,16,Billionaire,Travie McCoy Featuring Bruno Mars,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,17,Breakeven,The Script,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,18,My Chick Bad,Ludacris Featuring Nicki Minaj,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,19,Over,Drake,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,20,Find Your Love,Drake,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,21,Rock That Body,The Black Eyed Peas,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,22,Telephone,Lady Gaga Featuring Beyonce,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,23,Eenie Meenie,Sean Kingston & Justin Bieber,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,24,Haven't Met You Yet,Michael Buble,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,25,TiK ToK,Ke$ha,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,26,Dream On,Glee Cast Featuring Neil Patrick Harris,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,27,Un-Thinkable (I'm Ready),Alicia Keys,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,28,The House That Built Me,Miranda Lambert,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,29,Whataya Want From Me,Adam Lambert,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,30,Winner,Jamie Foxx Featuring Justin Timberlake & T .I.,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,31,I Dreamed A Dream,Glee Cast Featuring Idina Menzel,,2025-11-22T16:32:19.189507+00:00
billboard,billboard.com,hot-100,,2010-06-05,32,Imma Be,The Black Eyed Peas,,2025-11-22T16:32:19.189507+00:00
